"Name","Accession","Chromosome","Start","End","Strand","Confidence"
"mmu-miR-466f","MIMAT0005844","","","","",""
"mmu-miR-466k","MIMAT0005845","","","","",""
"mmu-miR-466j","MIMAT0005848","","","","",""
"mmu-miR-466m-5p","MIMAT0014882","","","","",""
"mmu-miR-466m-3p","MIMAT0014883","","","","",""
"mmu-miR-466o-5p","MIMAT0014885","","","","",""
"mmu-miR-466o-3p","MIMAT0014886","","","","",""
"mmu-miR-466p-5p","MIMAT0014891","","","","",""
"mmu-miR-466p-3p","MIMAT0014892","","","","",""
"mmu-miR-466n-5p","MIMAT0014893","","","","",""
"mmu-miR-466n-3p","MIMAT0014894","","","","",""
"mmu-miR-466h-3p","MIMAT0017274","","","","",""
"mmu-miR-466l-5p","MIMAT0017322","","","","",""
"mmu-miR-466i-5p","MIMAT0017325","","","","",""
"mmu-miR-466q","MIMAT0020631","","","","",""
"mmu-mir-467a-1","MI0002402","chr2","10476346","10476418","+","High"
"mmu-mir-467b","MI0004671","chr2","10481248","10481320","+","High"
"mmu-mir-467c","MI0005512","chr2","10473931","10474027","+","High"
"mmu-mir-467d","MI0005513","chr2","10507630","10507714","+","High"
"mmu-mir-467e","MI0006128","chr2","10505721","10505807","+","High"
"mmu-mir-467f","MI0006293","chr11","69635400","69635519","-","-"
"mmu-mir-467g","MI0006301","chr5","34732853","34732972","-","-"
"mmu-mir-467h","MI0006302","chr9","115381819","115381939","+","-"
"mmu-mir-467a-2","MI0014053","chr2","10478798","10478880","+","High"
"mmu-mir-467a-3","MI0014056","chr2","10483678","10483760","+","High"
"mmu-mir-467a-4","MI0014059","chr2","10486135","10486217","+","High"
"mmu-mir-467a-5","MI0014062","chr2","10488599","10488681","+","High"
"mmu-mir-467a-6","MI0014065","chr2","10491048","10491130","+","High"
"mmu-mir-467a-7","MI0014069","chr2","10493510","10493592","+","High"
"mmu-mir-467a-8","MI0014072","chr2","10495980","10496062","+","High"
"mmu-mir-467a-9","MI0014074","chr2","10498393","10498475","+","High"
"mmu-mir-467a-10","MI0014076","chr2","10503273","10503355","+","High"
"mmu-miR-467a-3p","MIMAT0002108","","","","",""
"mmu-miR-467a-5p","MIMAT0003409","","","","",""
"mmu-miR-467b-3p","MIMAT0003478","","","","",""
"mmu-miR-467c-5p","MIMAT0004885","","","","",""
"mmu-miR-467d-5p","MIMAT0004886","","","","",""
"mmu-miR-467d-3p","MIMAT0004887","","","","",""
"mmu-miR-467e-5p","MIMAT0005293","","","","",""
"mmu-miR-467e-3p","MIMAT0005294","","","","",""
"mmu-miR-467b-5p","MIMAT0005448","","","","",""
"mmu-miR-467f","MIMAT0005846","","","","",""
"mmu-miR-467g","MIMAT0005854","","","","",""
"mmu-miR-467h","MIMAT0005855","","","","",""
"mmu-miR-467c-3p","MIMAT0017275","","","","",""
"mmu-mir-468","MI0002403","chr6","81896599","81896676","-","-"
"mmu-miR-468-3p","MIMAT0002109","","","","",""
"mmu-miR-468-5p","MIMAT0022699","","","","",""
"mmu-mir-469","MI0002404","","","","","-"
"mmu-mir-470","MI0002405","chrX","66813951","66814025","-","High"
"mmu-miR-470-5p","MIMAT0002111","","","","",""
"mmu-miR-470-3p","MIMAT0004760","","","","",""
"mmu-mir-471","MI0002406","chrX","66792595","66792661","-","High"
"mmu-miR-471-5p","MIMAT0002112","","","","",""
"mmu-miR-471-3p","MIMAT0017195","","","","",""
"mmu-mir-483","MI0003484","chr7","142654924","142654996","-","High"
"mmu-miR-483-3p","MIMAT0003120","","","","",""
"mmu-miR-483-5p","MIMAT0004782","","","","",""
"mmu-mir-484","MI0003491","chr16","14159626","14159692","+","-"
"mmu-miR-484","MIMAT0003127","","","","",""
"mmu-mir-485","MI0003492","chr12","109734902","109734974","+","-"
"mmu-miR-485-5p","MIMAT0003128","","","","",""
"mmu-miR-485-3p","MIMAT0003129","","","","",""
"mmu-mir-486a","MI0003493","chr8","23142555","23142682","+","High"
"mmu-mir-486b","MI0014103","chr8","23142573","23142662","-","High"
"mmu-miR-486a-5p","MIMAT0003130","","","","",""
"mmu-miR-486b-5p","MIMAT0014943","","","","",""
"mmu-miR-486b-3p","MIMAT0014944","","","","",""
"mmu-miR-486a-3p","MIMAT0017206","","","","",""
"mmu-mir-487b","MI0003534","chr12","109727333","109727414","+","-"
"mmu-miR-487b-3p","MIMAT0003184","","","","",""
"mmu-miR-487b-5p","MIMAT0017216","","","","",""
"mmu-mir-488","MI0004633","chr1","158505625","158505733","+","High"
"mmu-miR-488-5p","MIMAT0003449","","","","",""
"mmu-miR-488-3p","MIMAT0003450","","","","",""
"mmu-mir-489","MI0003476","chr6","3721897","3722003","-","-"
"mmu-miR-489-3p","MIMAT0003112","","","","",""
"mmu-miR-489-5p","MIMAT0022704","","","","",""
"mmu-mir-490","MI0005002","chr6","36421742","36421825","+","High"
"mmu-miR-490-3p","MIMAT0003780","","","","",""
"mmu-miR-490-5p","MIMAT0017261","","","","",""
"mmu-mir-491","MI0004680","chr4","88122040","88122125","+","High"
"mmu-miR-491-5p","MIMAT0003486","","","","",""
"mmu-miR-491-3p","MIMAT0017255","","","","",""
"mmu-mir-493","MI0005514","chr12","109580233","109580315","+","High"
"mmu-miR-493-3p","MIMAT0004888","","","","",""
"mmu-miR-493-5p","MIMAT0017276","","","","",""
"mmu-mir-494","MI0003532","chr12","109715318","109715402","+","High"
"mmu-miR-494-3p","MIMAT0003182","","","","",""
"mmu-miR-494-5p","MIMAT0017215","","","","",""
"mmu-mir-495","MI0004639","chr12","109718754","109718816","+","High"
"mmu-miR-495-3p","MIMAT0003456","","","","",""
"mmu-miR-495-5p","MIMAT0017249","","","","",""
"mmu-mir-496a","MI0004589","chr12","109739119","109739197","+","High"
"mmu-mir-496b","MI0021942","chr19","16314892","16315004","-","-"
"mmu-miR-496a-3p","MIMAT0003738","","","","",""
"mmu-miR-496a-5p","MIMAT0017244","","","","",""
"mmu-miR-496b","MIMAT0025158","","","","",""
"mmu-mir-497a","MI0004636","chr11","70234717","70234800","+","-"
"mmu-mir-497b","MI0026030","chr11","70234692","70234816","-","-"
"mmu-miR-497a-5p","MIMAT0003453","","","","",""
"mmu-miR-497a-3p","MIMAT0017247","","","","",""
"mmu-miR-497b","MIMAT0031404","","","","",""
"mmu-mir-499","MI0004676","chr2","155622880","155622958","+","High"
"mmu-miR-499-5p","MIMAT0003482","","","","",""
"mmu-miR-499-3p","MIMAT0017254","","","","",""
"mmu-mir-500","MI0004702","chrX","7237683","7237774","-","High"
"mmu-miR-500-3p","MIMAT0003507","","","","",""
"mmu-miR-500-5p","MIMAT0017258","","","","",""
"mmu-mir-501","MI0004703","chrX","7241243","7241351","-","High"
"mmu-miR-501-5p","MIMAT0003508","","","","",""
"mmu-miR-501-3p","MIMAT0003509","","","","",""
"mmu-mir-503","MI0003538","chrX","53053984","53054054","-","High"
"mmu-miR-503-5p","MIMAT0003188","","","","",""
"mmu-miR-503-3p","MIMAT0004790","","","","",""
"mmu-mir-504","MI0005515","chrX","59097658","59097736","-","High"
"mmu-miR-504-5p","MIMAT0004889","","","","",""
"mmu-miR-504-3p","MIMAT0017277","","","","",""
"mmu-mir-505","MI0004706","chrX","60394403","60394492","-","-"
"mmu-miR-505-3p","MIMAT0003513","","","","",""
"mmu-miR-505-5p","MIMAT0017259","","","","",""
"mmu-mir-509","MI0005516","chrX","68010105","68010179","-","-"
"mmu-miR-509-5p","MIMAT0004890","","","","",""
"mmu-miR-509-3p","MIMAT0004891","","","","",""
"mmu-mir-511","MI0005554","chr2","14261003","14261081","+","High"
"mmu-miR-511-5p","MIMAT0004940","","","","",""
"mmu-miR-511-3p","MIMAT0017281","","","","",""
"mmu-mir-532","MI0003206","chrX","7248402","7248497","-","High"
"mmu-miR-532-5p","MIMAT0002889","","","","",""
"mmu-miR-532-3p","MIMAT0004781","","","","",""
"mmu-mir-539","MI0003520","chr12","109728129","109728202","+","High"
"mmu-miR-539-5p","MIMAT0003169","","","","",""
"mmu-miR-539-3p","MIMAT0017208","","","","",""
"mmu-mir-540","MI0003518","chr12","109586080","109586146","+","High"
"mmu-miR-540-3p","MIMAT0003167","","","","",""
"mmu-miR-540-5p","MIMAT0004786","","","","",""
"mmu-mir-541","MI0003521","chr12","109742409","109742498","+","High"
"mmu-miR-541-5p","MIMAT0003170","","","","",""
"mmu-miR-541-3p","MIMAT0017209","","","","",""
"mmu-mir-542","MI0003522","chrX","53049403","53049487","-","High"
"mmu-miR-542-5p","MIMAT0003171","","","","",""
"mmu-miR-542-3p","MIMAT0003172","","","","",""
"mmu-mir-543","MI0003519","chr12","109717258","109717333","+","-"
"mmu-miR-543-3p","MIMAT0003168","","","","",""
"mmu-miR-543-5p","MIMAT0017207","","","","",""
"mmu-mir-544","MI0005555","chr12","109729325","109729402","+","High"
"mmu-miR-544-3p","MIMAT0004941","","","","",""
"mmu-miR-544-5p","MIMAT0017282","","","","",""
"mmu-mir-546","MI0003517","chr10","126998440","126998560","+","-"
"mmu-miR-546","MIMAT0003166","","","","",""
"mmu-mir-547","MI0003523","chrX","67988374","67988451","-","High"
"mmu-miR-547-3p","MIMAT0003173","","","","",""
"mmu-miR-547-5p","MIMAT0017210","","","","",""
"mmu-mir-551b","MI0004131","chr3","29416823","29416920","+","High"
"mmu-miR-551b-3p","MIMAT0003890","","","","",""
"mmu-miR-551b-5p","MIMAT0017236","","","","",""
"mmu-mir-568","MI0005517","chr16","43640655","43640737","+","-"
"mmu-miR-568","MIMAT0004892","","","","",""
"mmu-mir-574","MI0005518","chr5","64970318","64970395","+","High"
"mmu-miR-574-5p","MIMAT0004893","","","","",""
"mmu-miR-574-3p","MIMAT0004894","","","","",""
"mmu-mir-582","MI0006127","chr13","109324744","109324824","+","High"
"mmu-miR-582-5p","MIMAT0005291","","","","",""
"mmu-miR-582-3p","MIMAT0005292","","","","",""
"mmu-mir-590","MI0005519","","","","","High"
"mmu-miR-590-5p","MIMAT0004895","","","","",""
"mmu-miR-590-3p","MIMAT0004896","","","","",""
"mmu-mir-592","MI0004127","chr6","27936655","27936750","-","High"
"mmu-miR-592-5p","MIMAT0003730","","","","",""
"mmu-miR-592-3p","MIMAT0017234","","","","",""
"mmu-mir-598","MI0005556","chr14","63727189","63727267","+","High"
"mmu-miR-598-3p","MIMAT0004942","","","","",""
"mmu-miR-598-5p","MIMAT0017283","","","","",""
"mmu-mir-599","MI0012529","chr15","35660831","35660918","-","-"
"mmu-miR-599","MIMAT0012772","","","","",""
"mmu-mir-615","MI0005004","chr15","103014910","103015001","+","High"
"mmu-miR-615-3p","MIMAT0003783","","","","",""
"mmu-miR-615-5p","MIMAT0004837","","","","",""
"mmu-mir-652","MI0004965","chrX","142739000","142739097","+","High"
"mmu-miR-652-3p","MIMAT0003711","","","","",""
"mmu-miR-652-5p","MIMAT0017260","","","","",""
"mmu-mir-653","MI0005557","chr6","3721301","3721385","-","High"
"mmu-miR-653-5p","MIMAT0004943","","","","",""
"mmu-miR-653-3p","MIMAT0017284","","","","",""
"mmu-mir-654","MI0005520","chr12","109723218","109723301","+","High"
"mmu-miR-654-5p","MIMAT0004897","","","","",""
"mmu-miR-654-3p","MIMAT0004898","","","","",""
"mmu-mir-664","MI0012531","chr1","185242975","185243043","+","-"
"mmu-miR-664-3p","MIMAT0012774","","","","",""
"mmu-miR-664-5p","MIMAT0017353","","","","",""
"mmu-mir-665","MI0004171","chr12","109586314","109586407","+","High"
"mmu-miR-665-3p","MIMAT0003733","","","","",""
"mmu-miR-665-5p","MIMAT0017238","","","","",""
"mmu-mir-666","MI0004553","chr12","109717085","109717183","+","High"
"mmu-miR-666-5p","MIMAT0003737","","","","",""
"mmu-miR-666-3p","MIMAT0004823","","","","",""
"mmu-mir-667","MI0004196","chr12","109720006","109720097","+","High"
"mmu-miR-667-3p","MIMAT0003734","","","","",""
"mmu-miR-667-5p","MIMAT0017239","","","","",""
"mmu-mir-668","MI0004134","chr12","109734732","109734797","+","High"
"mmu-miR-668-3p","MIMAT0003732","","","","",""
"mmu-miR-668-5p","MIMAT0017237","","","","",""
"mmu-mir-669a-1","MI0004523","chr2","10476853","10476949","+","High"
"mmu-mir-669b","MI0004666","chr2","10467790","10467886","+","High"
"mmu-mir-669a-2","MI0004667","chr2","10510164","10510260","+","High"
"mmu-mir-669a-3","MI0004668","chr2","10474433","10474541","+","High"
"mmu-mir-669c","MI0004673","chr2","10509296","10509404","+","High"
"mmu-mir-669k","MI0006279","chr2","10475300","10475426","+","-"
"mmu-mir-669g","MI0006280","chr2","10477150","10477272","+","-"
"mmu-mir-669d","MI0006281","chr2","10468343","10468463","+","High"
"mmu-mir-669j","MI0006286","chr2","10477910","10478030","+","-"
"mmu-mir-669f","MI0006287","chr2","10467229","10467349","+","High"
"mmu-mir-669i","MI0006288","chr2","10517604","10517730","+","-"
"mmu-mir-669h","MI0006289","chr2","10518155","10518279","+","-"
"mmu-mir-669e","MI0006300","chr2","10467495","10467613","+","High"
"mmu-mir-669l","MI0009942","chr2","10468971","10469068","+","High"
"mmu-mir-669m-1","MI0009943","chr2","10512790","10512887","+","High"
"mmu-mir-669m-2","MI0009944","chr2","10513434","10513531","+","High"
"mmu-mir-669o","MI0009945","chr2","10514300","10514395","+","High"
"mmu-mir-669n","MI0009951","chr3","115979902","115979955","+","-"
"mmu-mir-669d-2","MI0014051","chr2","10471644","10471729","+","High"
"mmu-mir-669a-4","MI0014054","chr2","10479315","10479401","+","High"
"mmu-mir-669a-5","MI0014055","chr2","10481761","10481847","+","High"
"mmu-mir-669a-6","MI0014058","chr2","10484196","10484282","+","High"
"mmu-mir-669a-7","MI0014061","chr2","10486653","10486739","+","High"
"mmu-mir-669p-1","MI0014064","chr2","10489116","10489202","+","High"
"mmu-mir-669a-8","MI0014066","chr2","10491566","10491652","+","High"
"mmu-mir-669a-9","MI0014068","chr2","10494028","10494114","+","High"
"mmu-mir-669p-2","MI0014071","chr2","10496497","10496583","+","High"
"mmu-mir-669a-10","MI0014073","chr2","10498911","10498997","+","High"
"mmu-mir-669a-11","MI0014075","chr2","10501339","10501425","+","High"
"mmu-mir-669a-12","MI0014077","chr2","10503791","10503877","+","High"
"mmu-miR-669b-5p","MIMAT0003476","","","","",""
"mmu-miR-669a-5p","MIMAT0003477","","","","",""
"mmu-miR-669c-5p","MIMAT0003479","","","","",""
"mmu-miR-669k-3p","MIMAT0005831","","","","",""
"mmu-miR-669g","MIMAT0005832","","","","",""
"mmu-miR-669d-5p","MIMAT0005833","","","","",""
"mmu-miR-669j","MIMAT0005838","","","","",""
"mmu-miR-669f-3p","MIMAT0005839","","","","",""
"mmu-miR-669i","MIMAT0005840","","","","",""
"mmu-miR-669h-5p","MIMAT0005841","","","","",""
"mmu-miR-669h-3p","MIMAT0005842","","","","",""
"mmu-miR-669e-5p","MIMAT0005853","","","","",""
"mmu-miR-669l-5p","MIMAT0009418","","","","",""
"mmu-miR-669m-3p","MIMAT0009419","","","","",""
"mmu-miR-669o-5p","MIMAT0009421","","","","",""
"mmu-miR-669n","MIMAT0009427","","","","",""
"mmu-miR-669d-2-3p","MIMAT0014884","","","","",""
"mmu-miR-669p-5p","MIMAT0014889","","","","",""
"mmu-miR-669p-3p","MIMAT0014890","","","","",""
"mmu-miR-669a-3p","MIMAT0017243","","","","",""
"mmu-miR-669b-3p","MIMAT0017250","","","","",""
"mmu-miR-669a-3-3p","MIMAT0017251","","","","",""
"mmu-miR-669c-3p","MIMAT0017253","","","","",""
"mmu-miR-669k-5p","MIMAT0017323","","","","",""
"mmu-miR-669d-3p","MIMAT0017324","","","","",""
"mmu-miR-669f-5p","MIMAT0017327","","","","",""
"mmu-miR-669e-3p","MIMAT0017330","","","","",""
"mmu-miR-669l-3p","MIMAT0017345","","","","",""
"mmu-miR-669m-5p","MIMAT0017346","","","","",""
"mmu-miR-669o-3p","MIMAT0017347","","","","",""
"mmu-mir-670","MI0004295","chr2","94261300","94261399","-","High"
"mmu-miR-670-5p","MIMAT0003736","","","","",""
"mmu-miR-670-3p","MIMAT0017242","","","","",""
"mmu-mir-671","MI0004133","chr5","24592114","24592211","+","High"
"mmu-miR-671-5p","MIMAT0003731","","","","",""
"mmu-miR-671-3p","MIMAT0004821","","","","",""
"mmu-mir-672","MI0004258","chrX","104116175","104116274","-","High"
"mmu-miR-672-5p","MIMAT0003735","","","","",""
"mmu-miR-672-3p","MIMAT0017241","","","","",""
"mmu-mir-673","MI0004601","chr12","109571990","109572080","+","High"
"mmu-miR-673-5p","MIMAT0003739","","","","",""
"mmu-miR-673-3p","MIMAT0004824","","","","",""
"mmu-mir-674","MI0004611","chr2","117185127","117185226","+","High"
"mmu-miR-674-5p","MIMAT0003740","","","","",""
"mmu-miR-674-3p","MIMAT0003741","","","","",""
"mmu-mir-675","MI0004123","chr7","142577064","142577147","-","High"
"mmu-miR-675-5p","MIMAT0003725","","","","",""
"mmu-miR-675-3p","MIMAT0003726","","","","",""
"mmu-mir-676","MI0005003","chrX","100381097","100381185","+","High"
"mmu-miR-676-5p","MIMAT0003781","","","","",""
"mmu-miR-676-3p","MIMAT0003782","","","","",""
"mmu-mir-677","MI0004634","chr10","128085286","128085363","+","-"
"mmu-miR-677-5p","MIMAT0003451","","","","",""
"mmu-miR-677-3p","MIMAT0017246","","","","",""
"mmu-mir-678","MI0004635","chr10","76207326","76207409","-","-"
"mmu-miR-678","MIMAT0003452","","","","",""
"mmu-mir-679","MI0004638","chr12","109715577","109715650","+","High"
"mmu-miR-679-5p","MIMAT0003455","","","","",""
"mmu-miR-679-3p","MIMAT0017248","","","","",""
"mmu-mir-680-1","MI0004640","chr6","129691535","129691643","+","-"
"mmu-mir-680-2","MI0004641","chrX","144297790","144297899","+","-"
"mmu-mir-680-3","MI0004642","chr12","35194811","35194897","-","-"
"mmu-miR-680","MIMAT0003457","","","","",""
"mmu-mir-681","MI0004643","chr12","69763835","69763944","-","-"
"mmu-miR-681","MIMAT0003458","","","","",""
"mmu-mir-682","MI0004644","chr13","75645046","75645141","+","-"
"mmu-miR-682","MIMAT0003459","","","","",""
"mmu-mir-683-1","MI0004646","chr13","50544626","50544734","-","-"
"mmu-mir-683-2","MI0010690","chr13","50600972","50601080","-","-"
"mmu-miR-683","MIMAT0003461","","","","",""
"mmu-mir-684-1","MI0004647","chr2","80628705","80628790","-","-"
"mmu-mir-684-2","MI0004648","chr4","11134097","11134182","+","-"
"mmu-miR-684","MIMAT0003462","","","","",""
"mmu-mir-685","MI0004649","","","","","-"
"mmu-mir-686","MI0004650","chr14","54616677","54616785","-","-"
"mmu-miR-686","MIMAT0003464","","","","",""
"mmu-mir-687","MI0004652","chr14","73206763","73206851","-","-"
"mmu-miR-687","MIMAT0003466","","","","",""
"mmu-mir-688","MI0004653","chr15","102671792","102671866","-","-"
"mmu-miR-688","MIMAT0003467","","","","",""
"mmu-mir-689-1","MI0004654","","","","","-"
"mmu-mir-689-2","MI0004655","","","","","-"
"mmu-mir-690","MI0004658","chr16","28599935","28600043","-","Low"
"mmu-miR-690","MIMAT0003469","","","","",""
"mmu-mir-691","MI0004659","chr16","74341990","74342067","-","-"
"mmu-miR-691","MIMAT0003470","","","","",""
"mmu-mir-692-1","MI0004660","chr17","6895229","6895337","-","-"
"mmu-mir-692-2","MI0004661","chr4","125504749","125504857","+","Low"
"mmu-mir-692-3","MI0023541","chr13","74407065","74407173","+","Low"
"mmu-miR-692","MIMAT0003471","","","","",""
"mmu-mir-693","MI0004662","chr17","46231531","46231619","+","-"
"mmu-miR-693-5p","MIMAT0003472","","","","",""
"mmu-miR-693-3p","MIMAT0004189","","","","",""
"mmu-mir-694","MI0004664","chr18","66219264","66219333","-","-"
"mmu-miR-694","MIMAT0003474","","","","",""
"mmu-mir-695","MI0004675","chr2","155356817","155356925","+","-"
"mmu-miR-695","MIMAT0003481","","","","",""
"mmu-mir-696","MI0004677","","","","","-"
"mmu-miR-696","MIMAT0003483","","","","",""
"mmu-mir-697","MI0004681","chr4","124731694","124731802","+","-"
"mmu-miR-697","MIMAT0003487","","","","",""
"mmu-mir-698","MI0004682","chr4","124743781","124743889","+","High"
"mmu-miR-698-3p","MIMAT0003488","","","","",""
"mmu-miR-698-5p","MIMAT0022930","","","","",""
"mmu-mir-699","MI0004683","","","","","-"
"mmu-mir-700","MI0004684","chr4","135416555","135416633","-","High"
"mmu-miR-700-3p","MIMAT0003490","","","","",""
"mmu-miR-700-5p","MIMAT0017256","","","","",""
"mmu-mir-701","MI0004685","chr5","111004144","111004252","+","High"
"mmu-miR-701-5p","MIMAT0003491","","","","",""
"mmu-miR-701-3p","MIMAT0017257","","","","",""
"mmu-mir-702","MI0004686","chr5","136991433","136991541","+","-"
"mmu-miR-702-3p","MIMAT0003492","","","","",""
"mmu-miR-702-5p","MIMAT0022931","","","","",""
"mmu-mir-703","MI0004687","chr5","98475556","98475664","-","Low"
"mmu-miR-703","MIMAT0003493","","","","",""
"mmu-mir-704","MI0004688","chr6","47803576","47803652","-","-"
"mmu-miR-704","MIMAT0003494","","","","",""
"mmu-mir-705","MI0004689","chr6","85336292","85336373","-","-"
"mmu-miR-705","MIMAT0003495","","","","",""
"mmu-mir-706","MI0004690","chr6","120034228","120034311","-","-"
"mmu-miR-706","MIMAT0003496","","","","",""
"mmu-mir-707","MI0004691","chr7","44849699","44849771","+","-"
"mmu-miR-707","MIMAT0003497","","","","",""
"mmu-mir-708","MI0004692","chr7","96249424","96249532","+","High"
"mmu-miR-708-3p","MIMAT0003498","","","","",""
"mmu-miR-708-5p","MIMAT0004828","","","","",""
"mmu-mir-709","MI0004693","chr8","84086099","84086186","+","-"
"mmu-miR-709","MIMAT0003499","","","","",""
"mmu-mir-710","MI0004694","chr8","64514332","64514441","-","-"
"mmu-miR-710","MIMAT0003500","","","","",""
"mmu-mir-711","MI0004695","chr9","108969922","108970003","+","-"
"mmu-miR-711","MIMAT0003501","","","","",""
"mmu-mir-712","MI0004696","","","","","Low"
"mmu-miR-712-5p","MIMAT0003502","","","","",""
"mmu-miR-712-3p","MIMAT0003743","","","","",""
"mmu-mir-713","MI0004698","chr13","62760739","62760846","+","-"
"mmu-miR-713","MIMAT0003504","","","","",""
"mmu-mir-714","MI0004699","","","","","Low"
"mmu-miR-714","MIMAT0003505","","","","",""
"mmu-mir-715","MI0004700","","","","","-"
"mmu-mir-716","MI0004701","","","","","-"
"mmu-mir-717","MI0004704","chrX","52422407","52422515","-","-"
"mmu-miR-717","MIMAT0003510","","","","",""
"mmu-mir-718","MI0004707","chrX","74023849","74023936","-","-"
"mmu-miR-718","MIMAT0003514","","","","",""
"mmu-mir-719","MI0004651","chr14","60228806","60228915","-","-"
"mmu-miR-719","MIMAT0003465","","","","",""
"mmu-mir-720","MI0004678","","","","","-"
"mmu-mir-721","MI0004708","chr5","136375716","136375803","-","-"
"mmu-miR-721","MIMAT0003515","","","","",""
"mmu-mir-741","MI0005205","chrX","66796805","66796875","-","High"
"mmu-miR-741-3p","MIMAT0004236","","","","",""
"mmu-miR-741-5p","MIMAT0017262","","","","",""
"mmu-mir-742","MI0005206","chrX","66780373","66780437","-","High"
"mmu-miR-742-3p","MIMAT0004237","","","","",""
"mmu-miR-742-5p","MIMAT0004838","","","","",""
"mmu-mir-743a","MI0005207","chrX","66776757","66776818","-","High"
"mmu-mir-743b","MI0005470","chrX","66777256","66777332","-","High"
"mmu-miR-743a-3p","MIMAT0004238","","","","",""
"mmu-miR-743b-5p","MIMAT0004839","","","","",""
"mmu-miR-743b-3p","MIMAT0004840","","","","",""
"mmu-miR-743a-5p","MIMAT0017263","","","","",""
"mmu-mir-744","MI0004124","chr11","65734733","65734832","-","High"
"mmu-mir-744","MI0005208","","","","","-"
"mmu-miR-744-5p","MIMAT0004187","","","","",""
"mmu-miR-744-3p","MIMAT0004820","","","","",""
"mmu-mir-758","MI0004129","chr12","109712810","109712890","+","High"
"mmu-miR-758-3p","MIMAT0003889","","","","",""
"mmu-miR-758-5p","MIMAT0017235","","","","",""
"mmu-mir-759","MI0004554","chr14","79738431","79738528","+","-"
"mmu-miR-759","MIMAT0003897","","","","",""
"mmu-mir-760","MI0004605","chr3","122293585","122293703","-","High"
"mmu-miR-760-3p","MIMAT0003898","","","","",""
"mmu-miR-760-5p","MIMAT0017245","","","","",""
"mmu-mir-761","MI0004306","chr4","109017655","109017730","+","-"
"mmu-miR-761","MIMAT0003893","","","","",""
"mmu-mir-762","MI0004215","chr7","127708487","127708562","+","-"
"mmu-miR-762","MIMAT0003892","","","","",""
"mmu-mir-763","MI0004516","chr10","120447991","120448110","-","-"
"mmu-miR-763","MIMAT0003896","","","","",""
"mmu-mir-764","MI0004310","chrX","147002259","147002366","+","High"
"mmu-miR-764-5p","MIMAT0003894","","","","",""
"mmu-miR-764-3p","MIMAT0003895","","","","",""
"mmu-mir-767","MI0012530","chrX","72589988","72590094","-","-"
"mmu-miR-767","MIMAT0012773","","","","",""
"mmu-mir-770","MI0004203","chr12","109563692","109563785","+","High"
"mmu-miR-770-3p","MIMAT0003891","","","","",""
"mmu-miR-770-5p","MIMAT0004822","","","","",""
"mmu-mir-801","MI0005376","","","","","-"
"mmu-mir-802","MI0004249","chr16","93369720","93369816","+","High"
"mmu-miR-802-5p","MIMAT0004188","","","","",""
"mmu-miR-802-3p","MIMAT0017240","","","","",""
"mmu-mir-804","MI0005203","chr11","50357785","50357879","-","-"
"mmu-miR-804","MIMAT0004210","","","","",""
"mmu-mir-805","MI0005204","","","","","-"
"mmu-mir-P864","MI0004550","","","","","-"
"mmu-mir-871","MI0005471","chrX","66810428","66810504","-","High"
"mmu-miR-871-5p","MIMAT0004841","","","","",""
"mmu-miR-871-3p","MIMAT0017265","","","","",""
"mmu-mir-872","MI0005549","chr4","94665157","94665237","+","High"
"mmu-miR-872-5p","MIMAT0004934","","","","",""
"mmu-miR-872-3p","MIMAT0004935","","","","",""
"mmu-mir-873a","MI0005550","chr4","36668510","36668586","-","High"
"mmu-mir-873b","MI0021959","chr4","36668510","36668586","+","-"
"mmu-miR-873a-5p","MIMAT0004936","","","","",""
"mmu-miR-873a-3p","MIMAT0017279","","","","",""
"mmu-miR-873b","MIMAT0025177","","","","",""
"mmu-mir-874","MI0005479","chr13","58023125","58023200","-","High"
"mmu-miR-874-3p","MIMAT0004853","","","","",""
"mmu-miR-874-5p","MIMAT0017268","","","","",""
"mmu-mir-875","MI0005551","chr15","35660970","35661047","-","High"
"mmu-miR-875-5p","MIMAT0004937","","","","",""
"mmu-miR-875-3p","MIMAT0004938","","","","",""
"mmu-mir-876","MI0005480","chr4","36645373","36645453","-","-"
"mmu-miR-876-5p","MIMAT0004854","","","","",""
"mmu-miR-876-3p","MIMAT0004855","","","","",""
"mmu-mir-877-2","MI0005486","","","","","-"
"mmu-mir-877","MI0005553","chr17","35960730","35960814","-","-"
"mmu-miR-877-5p","MIMAT0004861","","","","",""
"mmu-miR-877-3p","MIMAT0004862","","","","",""
"mmu-mir-878","MI0005548","chrX","66801508","66801585","-","High"
"mmu-miR-878-5p","MIMAT0004932","","","","",""
"mmu-miR-878-3p","MIMAT0004933","","","","",""
"mmu-mir-879","MI0005472","chr5","9375704","9375779","+","High"
"mmu-miR-879-5p","MIMAT0004842","","","","",""
"mmu-miR-879-3p","MIMAT0004843","","","","",""
"mmu-mir-880","MI0005473","chrX","66800530","66800607","-","High"
"mmu-miR-880-3p","MIMAT0004844","","","","",""
"mmu-miR-880-5p","MIMAT0017266","","","","",""
"mmu-mir-881","MI0005474","chrX","66801944","66802021","-","High"
"mmu-miR-881-5p","MIMAT0004845","","","","",""
"mmu-miR-881-3p","MIMAT0004846","","","","",""
"mmu-mir-882","MI0005475","chr12","109682197","109682273","+","-"
"mmu-miR-882","MIMAT0004847","","","","",""
