miRNA name	pos:mut	second_trim_rCMC_cont_IP	second_trim_rCMC_PE_IP	second_trim_rCMC_cont_IP (PM+1MM+2MM)	second_trim_rCMC_PE_IP (PM+1MM+2MM)
mmu-miR-24-3p	18:AT	28.0	32.0	242649.0	267974.0
mmu-miR-24-3p	19:AC	2.0	0.0	242649.0	267974.0
mmu-miR-24-3p	19:AG	19.0	17.0	242649.0	267974.0
mmu-miR-24-3p	19:AT	16.0	23.0	242649.0	267974.0
mmu-miR-24-3p	20:CA	31.0	28.0	242649.0	267974.0
mmu-miR-24-3p	20:CG	11.0	11.0	242649.0	267974.0
mmu-miR-24-3p	20:CT	33.0	44.0	242649.0	267974.0
mmu-miR-24-3p	21:AC	2.0	2.0	242649.0	267974.0
mmu-miR-24-3p	21:AG	19.0	14.0	242649.0	267974.0
mmu-miR-24-3p	21:AT	26.0	36.0	242649.0	267974.0
mmu-miR-24-3p	22:GA	106.0	140.0	242649.0	267974.0
mmu-miR-24-3p	22:GC	63.0	83.0	242649.0	267974.0
mmu-miR-24-3p	22:GT	53.0	63.0	242649.0	267974.0
mmu-miR-24-3p	1:TG,18:AT	0.0	1.0	242649.0	267974.0
mmu-miR-24-3p	2:GC,3:GT	0.0	1.0	242649.0	267974.0
mmu-miR-24-3p	2:GT,3:GT	2.0	0.0	242649.0	267974.0
mmu-miR-24-3p	3:GA,6:CA	1.0	0.0	242649.0	267974.0
mmu-miR-24-3p	3:GA,13:GC	0.0	1.0	242649.0	267974.0
mmu-miR-24-3p	3:GT,10:TA	0.0	1.0	242649.0	267974.0
mmu-miR-24-3p	3:GT,16:GA	1.0	0.0	242649.0	267974.0
mmu-miR-24-3p	3:GT,22:GC	0.0	1.0	242649.0	267974.0
mmu-miR-24-3p	5:TA,7:AG	0.0	1.0	242649.0	267974.0
mmu-miR-24-3p	6:CA,15:AT	1.0	0.0	242649.0	267974.0
mmu-miR-24-3p	7:AG,19:AG	1.0	0.0	242649.0	267974.0
mmu-miR-24-3p	8:GC,13:GT	1.0	0.0	242649.0	267974.0
mmu-miR-24-3p	9:TA,11:CT	1.0	0.0	242649.0	267974.0
mmu-miR-24-3p	9:TC,22:GA	0.0	1.0	242649.0	267974.0
mmu-miR-24-3p	10:TC,17:GT	0.0	1.0	242649.0	267974.0
mmu-miR-24-3p	11:CT,16:GT	0.0	1.0	242649.0	267974.0
mmu-miR-24-3p	12:AG,13:GA	1.0	0.0	242649.0	267974.0
mmu-miR-24-3p	13:GT,17:GC	1.0	0.0	242649.0	267974.0
mmu-miR-24-3p	19:AG,21:AG	1.0	0.0	242649.0	267974.0
mmu-miR-24-3p	21:AG,22:GT	1.0	0.0	242649.0	267974.0
mmu-miR-24-3p	21:AT,22:GA	1.0	1.0	242649.0	267974.0
mmu-miR-25-3p	PM	1892.0	4510.0	1969.0	4709.0
mmu-miR-25-3p	1:CT	0.0	1.0	1969.0	4709.0
mmu-miR-25-3p	3:TG	0.0	1.0	1969.0	4709.0
mmu-miR-25-3p	5:GA	0.0	1.0	1969.0	4709.0
mmu-miR-25-3p	5:GC	0.0	1.0	1969.0	4709.0
mmu-miR-25-3p	5:GT	0.0	1.0	1969.0	4709.0
mmu-miR-25-3p	7:AG	1.0	1.0	1969.0	4709.0
mmu-miR-25-3p	11:GC	1.0	0.0	1969.0	4709.0
mmu-miR-25-3p	11:GT	2.0	4.0	1969.0	4709.0
mmu-miR-25-3p	12:TC	0.0	1.0	1969.0	4709.0
mmu-miR-25-3p	13:CA	0.0	1.0	1969.0	4709.0
mmu-miR-25-3p	14:TA	0.0	1.0	1969.0	4709.0
mmu-miR-25-3p	14:TC	0.0	2.0	1969.0	4709.0
mmu-miR-25-3p	15:CA	0.0	7.0	1969.0	4709.0
mmu-miR-25-3p	15:CT	0.0	1.0	1969.0	4709.0
mmu-miR-25-3p	16:GC	1.0	0.0	1969.0	4709.0
mmu-miR-25-3p	16:GT	1.0	0.0	1969.0	4709.0
mmu-miR-25-3p	17:GT	0.0	9.0	1969.0	4709.0
mmu-miR-25-3p	18:TC	1.0	0.0	1969.0	4709.0
mmu-miR-25-3p	19:CT	2.0	1.0	1969.0	4709.0
mmu-miR-25-3p	20:TC	2.0	0.0	1969.0	4709.0
mmu-miR-25-3p	21:GA	2.0	3.0	1969.0	4709.0
mmu-miR-25-3p	21:GT	1.0	3.0	1969.0	4709.0
mmu-miR-25-3p	22:AC	0.0	1.0	1969.0	4709.0
mmu-miR-25-3p	22:AG	2.0	2.0	1969.0	4709.0
mmu-miR-25-3p	22:AT	58.0	149.0	1969.0	4709.0
mmu-miR-25-3p	2:AC,3:TA	0.0	1.0	1969.0	4709.0
mmu-miR-25-3p	11:GA,22:AG	0.0	1.0	1969.0	4709.0
mmu-miR-25-3p	20:TA,21:GA	1.0	0.0	1969.0	4709.0
mmu-miR-25-3p	21:GA,22:AG	0.0	1.0	1969.0	4709.0
mmu-miR-25-3p	21:GA,22:AT	2.0	3.0	1969.0	4709.0
mmu-miR-25-3p	21:GT,22:AT	0.0	2.0	1969.0	4709.0
mmu-miR-25-5p	11:TA	1.0	0.0	62.0	74.0
mmu-miR-25-5p	11:TA,12:TC	61.0	74.0	62.0	74.0
mmu-miR-26a-2-3p	4:GA	0.0	5.0	0.0	5.0
mmu-miR-26a-5p	PM	4595.0	12251.0	4774.0	12634.0
mmu-miR-26a-5p	1:TC	0.0	2.0	4774.0	12634.0
mmu-miR-26a-5p	2:TA	1.0	2.0	4774.0	12634.0
mmu-miR-26a-5p	2:TC	2.0	1.0	4774.0	12634.0
mmu-miR-26a-5p	4:AC	1.0	0.0	4774.0	12634.0
mmu-miR-26a-5p	4:AG	3.0	3.0	4774.0	12634.0
mmu-miR-26a-5p	5:AG	0.0	3.0	4774.0	12634.0
mmu-miR-26a-5p	6:GA	0.0	1.0	4774.0	12634.0
mmu-miR-26a-5p	6:GC	0.0	1.0	4774.0	12634.0
mmu-miR-26a-5p	6:GT	3.0	18.0	4774.0	12634.0
mmu-miR-26a-5p	7:TA	0.0	2.0	4774.0	12634.0
mmu-miR-26a-5p	8:AG	1.0	0.0	4774.0	12634.0
mmu-miR-26a-5p	9:AT	1.0	1.0	4774.0	12634.0
mmu-miR-26a-5p	10:TA	0.0	1.0	4774.0	12634.0
mmu-miR-26a-5p	10:TC	0.0	1.0	4774.0	12634.0
mmu-miR-26a-5p	11:CA	1.0	2.0	4774.0	12634.0
mmu-miR-26a-5p	11:CG	0.0	1.0	4774.0	12634.0
mmu-miR-26a-5p	12:CA	2.0	1.0	4774.0	12634.0
mmu-miR-26a-5p	12:CG	0.0	1.0	4774.0	12634.0
mmu-miR-26a-5p	12:CT	0.0	3.0	4774.0	12634.0
mmu-miR-26a-5p	13:AT	1.0	0.0	4774.0	12634.0
mmu-miR-26a-5p	14:GA	1.0	1.0	4774.0	12634.0
mmu-miR-26a-5p	14:GC	0.0	1.0	4774.0	12634.0
mmu-miR-26a-5p	14:GT	6.0	6.0	4774.0	12634.0
mmu-miR-26a-5p	15:GT	8.0	37.0	4774.0	12634.0
mmu-miR-26a-5p	16:AG	0.0	1.0	4774.0	12634.0
mmu-miR-26a-5p	16:AT	2.0	2.0	4774.0	12634.0
mmu-miR-26a-5p	17:TA	0.0	2.0	4774.0	12634.0
mmu-miR-26a-5p	17:TC	0.0	4.0	4774.0	12634.0
mmu-miR-26a-5p	18:AT	0.0	2.0	4774.0	12634.0
mmu-miR-26a-5p	19:GA	0.0	2.0	4774.0	12634.0
mmu-miR-26a-5p	19:GC	1.0	0.0	4774.0	12634.0
mmu-miR-26a-5p	19:GT	1.0	2.0	4774.0	12634.0
mmu-miR-26a-5p	20:GA	0.0	1.0	4774.0	12634.0
mmu-miR-26a-5p	20:GT	0.0	5.0	4774.0	12634.0
mmu-miR-26a-5p	21:CA	0.0	1.0	4774.0	12634.0
mmu-miR-26a-5p	21:CG	1.0	0.0	4774.0	12634.0
mmu-miR-26a-5p	22:TA	119.0	237.0	4774.0	12634.0
mmu-miR-26a-5p	22:TC	0.0	3.0	4774.0	12634.0
mmu-miR-26a-5p	22:TG	23.0	30.0	4774.0	12634.0
mmu-miR-26a-5p	1:TC,3:CG	0.0	1.0	4774.0	12634.0
mmu-miR-26a-5p	15:GT,22:TA	0.0	1.0	4774.0	12634.0
mmu-miR-26a-5p	16:AT,22:TA	1.0	0.0	4774.0	12634.0
mmu-miR-26b-3p	PM	23.0	34.0	23.0	35.0
mmu-miR-26b-3p	22:CA	0.0	1.0	23.0	35.0
mmu-miR-26b-5p	PM	1615.0	3199.0	1875.0	4066.0
mmu-miR-26b-5p	4:AC	0.0	1.0	1875.0	4066.0
mmu-miR-26b-5p	4:AT	0.0	2.0	1875.0	4066.0
mmu-miR-26b-5p	6:GT	4.0	4.0	1875.0	4066.0
mmu-miR-26b-5p	10:TA	0.0	2.0	1875.0	4066.0
mmu-miR-26b-5p	11:TC	3.0	4.0	1875.0	4066.0
mmu-miR-26b-5p	13:AG	0.0	1.0	1875.0	4066.0
mmu-miR-26b-5p	13:AT	1.0	0.0	1875.0	4066.0
mmu-miR-26b-5p	14:GA	0.0	1.0	1875.0	4066.0
mmu-miR-26b-5p	14:GT	4.0	1.0	1875.0	4066.0
mmu-miR-26b-5p	15:GT	2.0	5.0	1875.0	4066.0
mmu-miR-26b-5p	17:TA	0.0	1.0	1875.0	4066.0
mmu-miR-26b-5p	17:TC	1.0	0.0	1875.0	4066.0
mmu-miR-26b-5p	21:TA	0.0	2.0	1875.0	4066.0
mmu-miR-26b-5p	21:TG	1.0	0.0	1875.0	4066.0
mmu-miR-26b-5p	11:TC,21:TA	2.0	3.0	1875.0	4066.0
mmu-miR-26b-5p	11:TC,21:TC	242.0	840.0	1875.0	4066.0
mmu-miR-27a-3p	PM	304.0	435.0	437.0	627.0
mmu-miR-27a-3p	4:AG	1.0	0.0	437.0	627.0
mmu-miR-27a-3p	5:CA	1.0	0.0	437.0	627.0
mmu-miR-27a-3p	10:GT	0.0	1.0	437.0	627.0
mmu-miR-27a-3p	12:TA	0.0	1.0	437.0	627.0
mmu-miR-27a-3p	20:GT	1.0	0.0	437.0	627.0
mmu-miR-27a-3p	21:CA	36.0	59.0	437.0	627.0
mmu-miR-27a-3p	21:CG	1.0	0.0	437.0	627.0
mmu-miR-27a-3p	21:CT	92.0	126.0	437.0	627.0
mmu-miR-27a-3p	8:TC,21:CT	0.0	1.0	437.0	627.0
mmu-miR-27a-3p	10:GT,21:CA	0.0	1.0	437.0	627.0
mmu-miR-27a-3p	20:GT,21:CA	0.0	1.0	437.0	627.0
mmu-miR-27a-3p	20:GT,21:CT	1.0	2.0	437.0	627.0
mmu-miR-27a-5p	PM	375.0	406.0	378.0	407.0
mmu-miR-27a-5p	1:AG	1.0	0.0	378.0	407.0
mmu-miR-27a-5p	5:CG	1.0	0.0	378.0	407.0
mmu-miR-27a-5p	13:CA	0.0	1.0	378.0	407.0
mmu-miR-27a-5p	22:AT	1.0	0.0	378.0	407.0
mmu-miR-27b-3p	PM	1845.0	3862.0	1973.0	4213.0
mmu-miR-27b-3p	4:AG	0.0	1.0	1973.0	4213.0
mmu-miR-27b-3p	5:CT	1.0	0.0	1973.0	4213.0
mmu-miR-27b-3p	6:AG	0.0	1.0	1973.0	4213.0
mmu-miR-27b-3p	7:GA	0.0	1.0	1973.0	4213.0
mmu-miR-27b-3p	7:GT	3.0	1.0	1973.0	4213.0
mmu-miR-27b-3p	8:TC	0.0	1.0	1973.0	4213.0
mmu-miR-27b-3p	10:GA	0.0	1.0	1973.0	4213.0
mmu-miR-27b-3p	10:GT	0.0	3.0	1973.0	4213.0
mmu-miR-27b-3p	11:CT	0.0	1.0	1973.0	4213.0
mmu-miR-27b-3p	14:AG	0.0	1.0	1973.0	4213.0
mmu-miR-27b-3p	15:GT	5.0	5.0	1973.0	4213.0
mmu-miR-27b-3p	16:TA	0.0	1.0	1973.0	4213.0
mmu-miR-27b-3p	17:TC	0.0	2.0	1973.0	4213.0
mmu-miR-27b-3p	18:CA	0.0	2.0	1973.0	4213.0
mmu-miR-27b-3p	18:CT	0.0	1.0	1973.0	4213.0
mmu-miR-27b-3p	20:GC	0.0	2.0	1973.0	4213.0
mmu-miR-27b-3p	20:GT	1.0	4.0	1973.0	4213.0
mmu-miR-27b-3p	21:CA	52.0	156.0	1973.0	4213.0
mmu-miR-27b-3p	21:CG	1.0	6.0	1973.0	4213.0
mmu-miR-27b-3p	21:CT	60.0	141.0	1973.0	4213.0
mmu-miR-27b-3p	6:AG,21:CA	0.0	1.0	1973.0	4213.0
mmu-miR-27b-3p	15:GT,21:CA	0.0	2.0	1973.0	4213.0
mmu-miR-27b-3p	15:GT,21:CT	0.0	2.0	1973.0	4213.0
mmu-miR-27b-3p	20:GA,21:CA	1.0	0.0	1973.0	4213.0
mmu-miR-27b-3p	20:GA,21:CG	0.0	1.0	1973.0	4213.0
mmu-miR-27b-3p	20:GT,21:CA	1.0	2.0	1973.0	4213.0
mmu-miR-27b-3p	20:GT,21:CT	3.0	12.0	1973.0	4213.0
mmu-miR-27b-5p	PM	197.0	237.0	198.0	240.0
mmu-miR-27b-5p	13:AT	0.0	1.0	198.0	240.0
mmu-miR-27b-5p	17:GT	0.0	1.0	198.0	240.0
mmu-miR-27b-5p	22:CA	1.0	1.0	198.0	240.0
mmu-miR-28a-3p	17:GC	341.0	599.0	350.0	609.0
mmu-miR-28a-3p	1:CG,17:GC	0.0	1.0	350.0	609.0
mmu-miR-28a-3p	12:GC,17:GC	0.0	1.0	350.0	609.0
mmu-miR-28a-3p	12:GT,17:GC	1.0	0.0	350.0	609.0
mmu-miR-28a-3p	14:GC,17:GC	1.0	0.0	350.0	609.0
mmu-miR-28a-3p	16:TA,17:GC	0.0	1.0	350.0	609.0
mmu-miR-28a-3p	17:GC,20:GA	0.0	1.0	350.0	609.0
mmu-miR-28a-3p	17:GC,21:GC	1.0	0.0	350.0	609.0
mmu-miR-28a-3p	17:GC,22:AG	1.0	0.0	350.0	609.0
mmu-miR-28a-3p	17:GC,22:AT	5.0	6.0	350.0	609.0
mmu-miR-28c	PM	78.0	138.0	83.0	142.0
mmu-miR-28c	19:GA	0.0	1.0	83.0	142.0
mmu-miR-28c	20:AT	5.0	3.0	83.0	142.0
mmu-miR-296-3p	PM	64.0	66.0	80.0	96.0
mmu-miR-296-3p	13:GT	0.0	1.0	80.0	96.0
mmu-miR-296-3p	16:GT	1.0	0.0	80.0	96.0
mmu-miR-296-3p	22:CA	1.0	7.0	80.0	96.0
mmu-miR-296-3p	22:CT	1.0	6.0	80.0	96.0
mmu-miR-296-3p	20:TA,22:CA	0.0	1.0	80.0	96.0
mmu-miR-296-3p	21:CA,22:CA	10.0	12.0	80.0	96.0
mmu-miR-296-3p	21:CA,22:CG	1.0	2.0	80.0	96.0
mmu-miR-296-3p	21:CA,22:CT	2.0	1.0	80.0	96.0
mmu-miR-296-5p	PM	213.0	316.0	219.0	321.0
mmu-miR-296-5p	6:CG	1.0	0.0	219.0	321.0
mmu-miR-296-5p	10:CT	1.0	0.0	219.0	321.0
mmu-miR-296-5p	11:CT	1.0	1.0	219.0	321.0
mmu-miR-296-5p	12:TA	0.0	1.0	219.0	321.0
mmu-miR-296-5p	14:AT	0.0	1.0	219.0	321.0
mmu-miR-296-5p	16:TA	0.0	1.0	219.0	321.0
mmu-miR-296-5p	17:CT	2.0	0.0	219.0	321.0
mmu-miR-296-5p	20:GT	0.0	1.0	219.0	321.0
mmu-miR-296-5p	1:AG,4:GC	1.0	0.0	219.0	321.0
mmu-miR-297c-5p	6:TA,12:CT	11.0	19.0	11.0	21.0
mmu-miR-297c-5p	6:TG,12:CT	0.0	1.0	11.0	21.0
mmu-miR-297c-5p	12:CT,18:CT	0.0	1.0	11.0	21.0
mmu-miR-298-3p	20:AT	3.0	3.0	4.0	6.0
mmu-miR-298-3p	1:GC,20:AT	1.0	3.0	4.0	6.0
mmu-miR-298-5p	PM	86.0	159.0	100.0	180.0
mmu-miR-298-5p	5:GA	0.0	1.0	100.0	180.0
mmu-miR-298-5p	5:GT	1.0	0.0	100.0	180.0
mmu-miR-298-5p	11:GT	1.0	0.0	100.0	180.0
mmu-miR-298-5p	22:CG	0.0	1.0	100.0	180.0
mmu-miR-298-5p	23:CA	4.0	8.0	100.0	180.0
mmu-miR-298-5p	23:CG	0.0	1.0	100.0	180.0
mmu-miR-298-5p	23:CT	3.0	4.0	100.0	180.0
mmu-miR-298-5p	12:GT,23:CA	1.0	0.0	100.0	180.0
mmu-miR-298-5p	18:CA,23:CG	0.0	1.0	100.0	180.0
mmu-miR-298-5p	22:CA,23:CA	2.0	3.0	100.0	180.0
mmu-miR-298-5p	22:CA,23:CT	2.0	2.0	100.0	180.0
mmu-miR-299b-3p	PM	6.0	10.0	6.0	10.0
mmu-miR-29a-3p	PM	1673.0	2760.0	1710.0	2816.0
mmu-miR-29a-3p	3:GT	1.0	0.0	1710.0	2816.0
mmu-miR-29a-3p	6:CT	1.0	0.0	1710.0	2816.0
mmu-miR-29a-3p	7:CA	0.0	1.0	1710.0	2816.0
mmu-miR-29a-3p	7:CG	1.0	0.0	1710.0	2816.0
mmu-miR-29a-3p	9:TA	1.0	0.0	1710.0	2816.0
mmu-miR-29a-3p	11:TC	1.0	0.0	1710.0	2816.0
mmu-miR-29a-3p	11:TG	0.0	1.0	1710.0	2816.0
mmu-miR-29a-3p	12:GC	0.0	1.0	1710.0	2816.0
mmu-miR-29a-3p	13:AG	0.0	1.0	1710.0	2816.0
mmu-miR-29a-3p	14:AT	0.0	1.0	1710.0	2816.0
mmu-miR-29a-3p	16:TG	1.0	0.0	1710.0	2816.0
mmu-miR-29a-3p	17:CT	0.0	1.0	1710.0	2816.0
mmu-miR-29a-3p	18:GT	0.0	1.0	1710.0	2816.0
mmu-miR-29a-3p	19:GT	0.0	1.0	1710.0	2816.0
mmu-miR-29a-3p	20:TC	0.0	1.0	1710.0	2816.0
mmu-miR-29a-3p	20:TG	0.0	1.0	1710.0	2816.0
mmu-miR-29a-3p	21:TA	2.0	0.0	1710.0	2816.0
mmu-miR-29a-3p	21:TC	0.0	1.0	1710.0	2816.0
mmu-miR-29a-3p	22:AC	0.0	5.0	1710.0	2816.0
mmu-miR-29a-3p	22:AG	3.0	1.0	1710.0	2816.0
mmu-miR-29a-3p	22:AT	26.0	36.0	1710.0	2816.0
mmu-miR-29a-3p	20:TA,21:TA	0.0	2.0	1710.0	2816.0
mmu-miR-29a-3p	21:TA,22:AT	0.0	1.0	1710.0	2816.0
mmu-miR-29a-5p	PM	11.0	10.0	11.0	11.0
mmu-miR-29a-5p	16:TA	0.0	1.0	11.0	11.0
mmu-miR-29b-1-5p	PM	74.0	91.0	74.0	93.0
mmu-miR-29b-1-5p	14:GA	0.0	1.0	74.0	93.0
mmu-miR-29b-1-5p	11:TC,19:TC	0.0	1.0	74.0	93.0
mmu-miR-29b-2-5p	10:CT,18:CT	1.0	2.0	2.0	2.0
mmu-miR-29b-2-5p	24:TG,25:TA	1.0	0.0	2.0	2.0
mmu-miR-29b-3p	PM	0.0	3.0	0.0	3.0
mmu-miR-29c-3p	PM	3.0	11.0	3.0	12.0
mmu-miR-29c-3p	22:AT	0.0	1.0	3.0	12.0
mmu-miR-29c-5p	PM	4.0	4.0	5.0	4.0
mmu-miR-29c-5p	22:CA	1.0	0.0	5.0	4.0
mmu-miR-300-3p	PM	4.0	13.0	4.0	17.0
mmu-miR-300-3p	22:CA	0.0	1.0	4.0	17.0
mmu-miR-300-3p	22:CT	0.0	3.0	4.0	17.0
mmu-miR-301a-3p	PM	8.0	20.0	9.0	22.0
mmu-miR-301a-3p	5:GT	0.0	1.0	9.0	22.0
mmu-miR-301a-3p	11:GT	1.0	0.0	9.0	22.0
mmu-miR-301a-3p	16:GT	0.0	1.0	9.0	22.0
mmu-miR-301a-5p	PM	1.0	4.0	1.0	4.0
mmu-miR-301b-3p	PM	4.0	5.0	5.0	8.0
mmu-miR-301b-3p	11:GT	1.0	1.0	5.0	8.0
mmu-miR-301b-3p	16:GT	0.0	2.0	5.0	8.0
mmu-miR-302a-5p	13:TA	1.0	0.0	1.0	0.0
mmu-miR-302b-3p	9:TG	0.0	2.0	0.0	2.0
mmu-miR-302d-3p	19:AG	1.0	0.0	1.0	0.0
mmu-miR-3059-3p	PM	1.0	1.0	1.0	1.0
mmu-miR-3063-3p	PM	1.0	1.0	1.0	1.0
mmu-miR-3063-5p	PM	0.0	3.0	0.0	3.0
mmu-miR-3064-5p	PM	3.0	3.0	3.0	6.0
mmu-miR-3064-5p	22:AT	0.0	3.0	3.0	6.0
mmu-miR-3065-3p	PM	1.0	0.0	1.0	0.0
mmu-miR-3065-5p	PM	1.0	0.0	1.0	0.0
mmu-miR-3068-3p	PM	3.0	3.0	4.0	3.0
mmu-miR-3068-3p	22:AC	1.0	0.0	4.0	3.0
mmu-miR-3068-5p	PM	4.0	4.0	4.0	4.0
mmu-miR-3069-3p	14:AG,19:CT	2.0	3.0	2.0	3.0
mmu-miR-3070a-3p	6:CA	1.0	0.0	2.0	0.0
mmu-miR-3070a-3p	6:CA,22:AT	1.0	0.0	2.0	0.0
mmu-miR-3072-3p	PM	2.0	0.0	2.0	0.0
mmu-miR-3072-5p	PM	1.0	5.0	1.0	6.0
mmu-miR-3072-5p	22:GT	0.0	1.0	1.0	6.0
mmu-miR-3074-1-3p	PM	5.0	14.0	5.0	14.0
mmu-miR-3074-5p	PM	2.0	4.0	3.0	4.0
mmu-miR-3074-5p	8:CT	1.0	0.0	3.0	4.0
mmu-miR-3075-5p	PM	43.0	38.0	45.0	40.0
mmu-miR-3075-5p	2:GT	0.0	1.0	45.0	40.0
mmu-miR-3075-5p	4:CT	1.0	0.0	45.0	40.0
mmu-miR-3075-5p	9:AT	1.0	0.0	45.0	40.0
mmu-miR-3075-5p	21:CA	0.0	1.0	45.0	40.0
mmu-miR-3082-3p	9:AG	3.0	1.0	3.0	2.0
mmu-miR-3082-3p	9:AG,22:GT	0.0	1.0	3.0	2.0
mmu-miR-3082-5p	PM	0.0	7.0	1.0	9.0
mmu-miR-3082-5p	3:CG,19:GC	1.0	0.0	1.0	9.0
mmu-miR-3082-5p	7:GT,17:CG	0.0	2.0	1.0	9.0
mmu-miR-3084-3p	12:TC	0.0	2.0	0.0	2.0
mmu-miR-3084-5p	PM	1.0	3.0	2.0	10.0
mmu-miR-3084-5p	11:AC	1.0	6.0	2.0	10.0
mmu-miR-3084-5p	11:AC,17:CT	0.0	1.0	2.0	10.0
mmu-miR-3085-3p	PM	1.0	0.0	1.0	0.0
mmu-miR-3099-3p	10:GA	43.0	88.0	50.0	102.0
mmu-miR-3099-3p	7:AG,10:GA	1.0	5.0	50.0	102.0
mmu-miR-3099-3p	10:GA,17:TA	0.0	1.0	50.0	102.0
mmu-miR-3099-3p	10:GA,21:GA	6.0	5.0	50.0	102.0
mmu-miR-3099-3p	10:GA,21:GT	0.0	3.0	50.0	102.0
mmu-miR-30a-3p	PM	2392.0	4084.0	2946.0	4941.0
mmu-miR-30a-3p	1:CA	1.0	1.0	2946.0	4941.0
mmu-miR-30a-3p	2:TC	1.0	5.0	2946.0	4941.0
mmu-miR-30a-3p	3:TA	0.0	1.0	2946.0	4941.0
mmu-miR-30a-3p	4:TA	0.0	1.0	2946.0	4941.0
mmu-miR-30a-3p	4:TC	0.0	1.0	2946.0	4941.0
mmu-miR-30a-3p	5:CA	1.0	1.0	2946.0	4941.0
mmu-miR-30a-3p	6:AG	1.0	0.0	2946.0	4941.0
mmu-miR-30a-3p	6:AT	0.0	1.0	2946.0	4941.0
mmu-miR-30a-3p	7:GT	1.0	0.0	2946.0	4941.0
mmu-miR-30a-3p	9:CA	1.0	1.0	2946.0	4941.0
mmu-miR-30a-3p	10:GC	0.0	1.0	2946.0	4941.0
mmu-miR-30a-3p	10:GT	1.0	1.0	2946.0	4941.0
mmu-miR-30a-3p	11:GC	1.0	1.0	2946.0	4941.0
mmu-miR-30a-3p	11:GT	1.0	0.0	2946.0	4941.0
mmu-miR-30a-3p	12:AG	0.0	2.0	2946.0	4941.0
mmu-miR-30a-3p	12:AT	0.0	2.0	2946.0	4941.0
mmu-miR-30a-3p	14:GA	0.0	2.0	2946.0	4941.0
mmu-miR-30a-3p	14:GT	0.0	1.0	2946.0	4941.0
mmu-miR-30a-3p	15:TG	0.0	2.0	2946.0	4941.0
mmu-miR-30a-3p	19:CT	0.0	1.0	2946.0	4941.0
mmu-miR-30a-3p	21:GA	1.0	1.0	2946.0	4941.0
mmu-miR-30a-3p	21:GC	0.0	1.0	2946.0	4941.0
mmu-miR-30a-3p	22:CA	22.0	15.0	2946.0	4941.0
mmu-miR-30a-3p	22:CG	1.0	0.0	2946.0	4941.0
mmu-miR-30a-3p	22:CT	517.0	814.0	2946.0	4941.0
mmu-miR-30a-3p	8:TC,22:CT	1.0	0.0	2946.0	4941.0
mmu-miR-30a-3p	11:GT,22:CT	0.0	1.0	2946.0	4941.0
mmu-miR-30a-3p	15:TA,22:CT	1.0	0.0	2946.0	4941.0
mmu-miR-30a-3p	19:CT,22:CT	1.0	0.0	2946.0	4941.0
mmu-miR-30a-3p	21:GT,22:CT	1.0	0.0	2946.0	4941.0
mmu-miR-30a-5p	PM	1742.0	2961.0	1762.0	2991.0
mmu-miR-30a-5p	2:GC	0.0	1.0	1762.0	2991.0
mmu-miR-30a-5p	2:GT	2.0	1.0	1762.0	2991.0
mmu-miR-30a-5p	3:TC	0.0	1.0	1762.0	2991.0
mmu-miR-30a-5p	4:AG	0.0	1.0	1762.0	2991.0
mmu-miR-30a-5p	6:AC	0.0	2.0	1762.0	2991.0
mmu-miR-30a-5p	9:TA	1.0	0.0	1762.0	2991.0
mmu-miR-30a-5p	9:TC	2.0	0.0	1762.0	2991.0
mmu-miR-30a-5p	11:CA	2.0	1.0	1762.0	2991.0
mmu-miR-30a-5p	11:CT	0.0	1.0	1762.0	2991.0
mmu-miR-30a-5p	14:GT	3.0	4.0	1762.0	2991.0
mmu-miR-30a-5p	16:CT	0.0	1.0	1762.0	2991.0
mmu-miR-30a-5p	17:TC	0.0	2.0	1762.0	2991.0
mmu-miR-30a-5p	18:GA	1.0	0.0	1762.0	2991.0
mmu-miR-30a-5p	18:GT	3.0	8.0	1762.0	2991.0
mmu-miR-30a-5p	19:GA	1.0	0.0	1762.0	2991.0
mmu-miR-30a-5p	19:GT	3.0	5.0	1762.0	2991.0
mmu-miR-30a-5p	21:AT	1.0	0.0	1762.0	2991.0
mmu-miR-30a-5p	22:GA	0.0	2.0	1762.0	2991.0
mmu-miR-30a-5p	22:GT	1.0	0.0	1762.0	2991.0
mmu-miR-30b-3p	PM	35.0	64.0	37.0	69.0
mmu-miR-30b-3p	22:CT	2.0	5.0	37.0	69.0
mmu-miR-30b-5p	PM	37.0	75.0	37.0	75.0
mmu-miR-30c-1-3p	PM	86.0	124.0	90.0	135.0
mmu-miR-30c-1-3p	22:CA	0.0	5.0	90.0	135.0
mmu-miR-30c-1-3p	22:CT	3.0	6.0	90.0	135.0
mmu-miR-30c-1-3p	21:CA,22:CA	1.0	0.0	90.0	135.0
mmu-miR-30c-2-3p	PM	216.0	325.0	219.0	326.0
mmu-miR-30c-2-3p	3:GT	0.0	1.0	219.0	326.0
mmu-miR-30c-2-3p	5:GA	1.0	0.0	219.0	326.0
mmu-miR-30c-2-3p	8:AG	1.0	0.0	219.0	326.0
mmu-miR-30c-2-3p	21:CT	1.0	0.0	219.0	326.0
mmu-miR-30c-5p	PM	1638.0	2439.0	1661.0	2480.0
mmu-miR-30c-5p	2:GC	0.0	1.0	1661.0	2480.0
mmu-miR-30c-5p	2:GT	2.0	2.0	1661.0	2480.0
