miRNA name	pos:mut	trimmed_NGN2_Nicotinamide_Vitamin_B3_SRR22128557	trimmed_NGN2_nc-DMSO_rep2-6_SRR22127727	trimmed_NGN2_Fluorouracil_5-Fluoracil_5-FU_SRR22128317	trimmed_NGN2_nc-DMSO_rep2-3_SRR22127730	trimmed_NGN2_nc-DMSO_rep2-2_SRR22127731	trimmed_NGN2_nc-DMSO_rep2-5_SRR22127728	trimmed_NGN2_nc-DMSO_rep2-1_SRR22127732	trimmed_NGN2_Vitamin_D2_SRR22128243	trimmed_NGN2_nc-DMSO_rep2-4_SRR22127729	trimmed_NGN2_Nicotinamide_Vitamin_B3_SRR22128557 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep2-6_SRR22127727 (PM+1MM+2MM)	trimmed_NGN2_Fluorouracil_5-Fluoracil_5-FU_SRR22128317 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep2-3_SRR22127730 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep2-2_SRR22127731 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep2-5_SRR22127728 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep2-1_SRR22127732 (PM+1MM+2MM)	trimmed_NGN2_Vitamin_D2_SRR22128243 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep2-4_SRR22127729 (PM+1MM+2MM)
hsa-miR-137-5p	PM	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-138-2-3p	PM	10.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	1.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-138-2-3p	22:TA	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	1.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-138-2-3p	21:TA,22:TA	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	1.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-138-5p	PM	507.0	27.0	1101.0	6.0	1.0	12.0	2.0	10.0	6.0	520.0	27.0	1156.0	6.0	1.0	13.0	2.0	10.0	7.0
hsa-miR-138-5p	7:TA	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	520.0	27.0	1156.0	6.0	1.0	13.0	2.0	10.0	7.0
hsa-miR-138-5p	9:TC	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	520.0	27.0	1156.0	6.0	1.0	13.0	2.0	10.0	7.0
hsa-miR-138-5p	13:GA	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	520.0	27.0	1156.0	6.0	1.0	13.0	2.0	10.0	7.0
hsa-miR-138-5p	14:AG	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	520.0	27.0	1156.0	6.0	1.0	13.0	2.0	10.0	7.0
hsa-miR-138-5p	16:TG	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	520.0	27.0	1156.0	6.0	1.0	13.0	2.0	10.0	7.0
hsa-miR-138-5p	17:CT	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	520.0	27.0	1156.0	6.0	1.0	13.0	2.0	10.0	7.0
hsa-miR-138-5p	21:CT	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	520.0	27.0	1156.0	6.0	1.0	13.0	2.0	10.0	7.0
hsa-miR-138-5p	23:GA	1.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	1.0	520.0	27.0	1156.0	6.0	1.0	13.0	2.0	10.0	7.0
hsa-miR-138-5p	23:GT	11.0	0.0	44.0	0.0	0.0	0.0	0.0	0.0	0.0	520.0	27.0	1156.0	6.0	1.0	13.0	2.0	10.0	7.0
hsa-miR-138-5p	14:AT,23:GT	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	520.0	27.0	1156.0	6.0	1.0	13.0	2.0	10.0	7.0
hsa-miR-138-5p	22:CG,23:GA	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	520.0	27.0	1156.0	6.0	1.0	13.0	2.0	10.0	7.0
hsa-miR-139-3p	PM	10.0	0.0	30.0	0.0	0.0	0.0	0.0	1.0	1.0	10.0	0.0	33.0	0.0	0.0	0.0	0.0	1.0	1.0
hsa-miR-139-3p	23:TA	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	33.0	0.0	0.0	0.0	0.0	1.0	1.0
hsa-miR-139-5p	PM	222.0	7.0	235.0	1.0	1.0	6.0	1.0	3.0	2.0	228.0	7.0	259.0	1.0	1.0	7.0	1.0	3.0	2.0
hsa-miR-139-5p	8:TC	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	228.0	7.0	259.0	1.0	1.0	7.0	1.0	3.0	2.0
hsa-miR-139-5p	16:TA	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	228.0	7.0	259.0	1.0	1.0	7.0	1.0	3.0	2.0
hsa-miR-139-5p	22:GT	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	228.0	7.0	259.0	1.0	1.0	7.0	1.0	3.0	2.0
hsa-miR-139-5p	23:TA	1.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	228.0	7.0	259.0	1.0	1.0	7.0	1.0	3.0	2.0
hsa-miR-139-5p	23:TC	2.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	228.0	7.0	259.0	1.0	1.0	7.0	1.0	3.0	2.0
hsa-miR-139-5p	22:GA,23:TA	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	228.0	7.0	259.0	1.0	1.0	7.0	1.0	3.0	2.0
hsa-miR-140-3p	PM	36.0	5.0	105.0	0.0	1.0	3.0	0.0	1.0	2.0	36.0	5.0	106.0	0.0	1.0	3.0	0.0	1.0	2.0
hsa-miR-140-3p	5:AG	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	5.0	106.0	0.0	1.0	3.0	0.0	1.0	2.0
hsa-miR-140-5p	PM	51.0	0.0	80.0	0.0	0.0	2.0	0.0	0.0	1.0	52.0	0.0	85.0	0.0	0.0	2.0	0.0	0.0	1.0
hsa-miR-140-5p	22:GT	1.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	52.0	0.0	85.0	0.0	0.0	2.0	0.0	0.0	1.0
hsa-miR-141-3p	PM	7.0	0.0	11.0	1.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	11.0	1.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-142-3p	PM	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-142-3p	23:AG	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-142-3p	23:AT	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-142-3p	6:TC,23:AT	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-142-5p	PM	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-143-3p	PM	1.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-144-3p	PM	0.0	0.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-144-5p	PM	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-145-3p	PM	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-145-5p	PM	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-146a-5p	PM	0.0	0.0	15.0	0.0	0.0	1.0	0.0	0.0	0.0	8.0	0.0	22.0	0.0	0.0	1.0	0.0	0.0	0.0
hsa-miR-146a-5p	18:GA,21:TC	8.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	22.0	0.0	0.0	1.0	0.0	0.0	0.0
hsa-miR-146b-5p	PM	11.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-146b-5p	23:GT	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-147b-3p	PM	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-148a-3p	PM	14.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-148a-5p	PM	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-148b-3p	PM	24.0	2.0	11.0	0.0	0.0	0.0	0.0	0.0	2.0	24.0	2.0	11.0	0.0	0.0	0.0	0.0	0.0	2.0
hsa-miR-148b-5p	PM	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
hsa-miR-149-3p	PM	10.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-149-3p	5:AG	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-149-3p	21:CT	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-149-5p	PM	362.0	24.0	601.0	6.0	1.0	12.0	3.0	10.0	4.0	370.0	25.0	619.0	6.0	2.0	13.0	3.0	11.0	4.0
hsa-miR-149-5p	7:TC	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	370.0	25.0	619.0	6.0	2.0	13.0	3.0	11.0	4.0
hsa-miR-149-5p	13:TC	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	370.0	25.0	619.0	6.0	2.0	13.0	3.0	11.0	4.0
hsa-miR-149-5p	15:TC	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	370.0	25.0	619.0	6.0	2.0	13.0	3.0	11.0	4.0
hsa-miR-149-5p	22:CG	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	370.0	25.0	619.0	6.0	2.0	13.0	3.0	11.0	4.0
hsa-miR-149-5p	23:CA	3.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	370.0	25.0	619.0	6.0	2.0	13.0	3.0	11.0	4.0
hsa-miR-149-5p	23:CT	4.0	0.0	9.0	0.0	0.0	1.0	0.0	1.0	0.0	370.0	25.0	619.0	6.0	2.0	13.0	3.0	11.0	4.0
hsa-miR-149-5p	22:CA,23:CT	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	370.0	25.0	619.0	6.0	2.0	13.0	3.0	11.0	4.0
hsa-miR-150-5p	PM	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
hsa-miR-151a-3p	PM	73.0	1.0	134.0	1.0	0.0	1.0	0.0	0.0	1.0	79.0	1.0	153.0	1.0	0.0	1.0	0.0	0.0	1.0
hsa-miR-151a-3p	21:GA	5.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	79.0	1.0	153.0	1.0	0.0	1.0	0.0	0.0	1.0
hsa-miR-151a-3p	21:GT	1.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	79.0	1.0	153.0	1.0	0.0	1.0	0.0	0.0	1.0
hsa-miR-151b	PM	182.0	6.0	577.0	2.0	1.0	3.0	2.0	4.0	0.0	184.0	6.0	579.0	2.0	1.0	3.0	2.0	4.0	0.0
hsa-miR-151b	7:AG	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	184.0	6.0	579.0	2.0	1.0	3.0	2.0	4.0	0.0
hsa-miR-151b	8:GT	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	184.0	6.0	579.0	2.0	1.0	3.0	2.0	4.0	0.0
hsa-miR-151b	10:TC	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	184.0	6.0	579.0	2.0	1.0	3.0	2.0	4.0	0.0
hsa-miR-151b	16:TC	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	184.0	6.0	579.0	2.0	1.0	3.0	2.0	4.0	0.0
hsa-miR-152-3p	PM	52.0	1.0	54.0	0.0	0.0	1.0	0.0	0.0	0.0	90.0	2.0	105.0	0.0	0.0	4.0	0.0	0.0	0.0
hsa-miR-152-3p	6:GA	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	90.0	2.0	105.0	0.0	0.0	4.0	0.0	0.0	0.0
hsa-miR-152-3p	17:CG	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	90.0	2.0	105.0	0.0	0.0	4.0	0.0	0.0	0.0
hsa-miR-152-3p	10:GC,20:GT	36.0	1.0	51.0	0.0	0.0	3.0	0.0	0.0	0.0	90.0	2.0	105.0	0.0	0.0	4.0	0.0	0.0	0.0
hsa-miR-153-3p	PM	19.0	1.0	48.0	0.0	0.0	0.0	0.0	1.0	0.0	19.0	1.0	50.0	0.0	0.0	0.0	0.0	1.0	0.0
hsa-miR-153-3p	6:TC	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	1.0	50.0	0.0	0.0	0.0	0.0	1.0	0.0
hsa-miR-153-3p	22:CA	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	1.0	50.0	0.0	0.0	0.0	0.0	1.0	0.0
hsa-miR-153-5p	PM	3.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-153-5p	19:AG	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-154-3p	PM	5.0	0.0	8.0	1.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	8.0	1.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-154-5p	PM	66.0	0.0	60.0	1.0	0.0	1.0	0.0	0.0	1.0	67.0	0.0	60.0	1.0	0.0	1.0	0.0	0.0	1.0
hsa-miR-154-5p	19:TC	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67.0	0.0	60.0	1.0	0.0	1.0	0.0	0.0	1.0
hsa-miR-15a-5p	PM	32.0	2.0	42.0	1.0	0.0	2.0	0.0	0.0	0.0	33.0	2.0	45.0	1.0	0.0	2.0	0.0	0.0	0.0
hsa-miR-15a-5p	6:GA	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	2.0	45.0	1.0	0.0	2.0	0.0	0.0	0.0
hsa-miR-15a-5p	11:TG	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	2.0	45.0	1.0	0.0	2.0	0.0	0.0	0.0
hsa-miR-15b-5p	PM	82.0	1.0	83.0	0.0	0.0	1.0	0.0	0.0	0.0	87.0	1.0	83.0	0.0	0.0	1.0	0.0	0.0	0.0
hsa-miR-15b-5p	22:AT	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	87.0	1.0	83.0	0.0	0.0	1.0	0.0	0.0	0.0
hsa-miR-16-5p	PM	4023.0	84.0	7439.0	58.0	11.0	102.0	10.0	23.0	32.0	4229.0	86.0	7832.0	60.0	11.0	107.0	10.0	23.0	34.0
hsa-miR-16-5p	5:AG	3.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	4229.0	86.0	7832.0	60.0	11.0	107.0	10.0	23.0	34.0
hsa-miR-16-5p	6:GA	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	4229.0	86.0	7832.0	60.0	11.0	107.0	10.0	23.0	34.0
hsa-miR-16-5p	7:CT	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	4229.0	86.0	7832.0	60.0	11.0	107.0	10.0	23.0	34.0
hsa-miR-16-5p	8:AG	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	4229.0	86.0	7832.0	60.0	11.0	107.0	10.0	23.0	34.0
hsa-miR-16-5p	8:AT	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4229.0	86.0	7832.0	60.0	11.0	107.0	10.0	23.0	34.0
hsa-miR-16-5p	9:CG	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	4229.0	86.0	7832.0	60.0	11.0	107.0	10.0	23.0	34.0
hsa-miR-16-5p	9:CT	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	4229.0	86.0	7832.0	60.0	11.0	107.0	10.0	23.0	34.0
hsa-miR-16-5p	11:TC	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	4229.0	86.0	7832.0	60.0	11.0	107.0	10.0	23.0	34.0
hsa-miR-16-5p	13:AG	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	4229.0	86.0	7832.0	60.0	11.0	107.0	10.0	23.0	34.0
hsa-miR-16-5p	14:AT	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4229.0	86.0	7832.0	60.0	11.0	107.0	10.0	23.0	34.0
hsa-miR-16-5p	15:TA	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	4229.0	86.0	7832.0	60.0	11.0	107.0	10.0	23.0	34.0
hsa-miR-16-5p	15:TC	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	4229.0	86.0	7832.0	60.0	11.0	107.0	10.0	23.0	34.0
hsa-miR-16-5p	16:AG	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	4229.0	86.0	7832.0	60.0	11.0	107.0	10.0	23.0	34.0
hsa-miR-16-5p	17:TA	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	4229.0	86.0	7832.0	60.0	11.0	107.0	10.0	23.0	34.0
hsa-miR-16-5p	17:TC	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	4229.0	86.0	7832.0	60.0	11.0	107.0	10.0	23.0	34.0
hsa-miR-16-5p	19:GA	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	4229.0	86.0	7832.0	60.0	11.0	107.0	10.0	23.0	34.0
hsa-miR-16-5p	19:GT	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	4229.0	86.0	7832.0	60.0	11.0	107.0	10.0	23.0	34.0
hsa-miR-16-5p	20:GA	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4229.0	86.0	7832.0	60.0	11.0	107.0	10.0	23.0	34.0
hsa-miR-16-5p	20:GT	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	4229.0	86.0	7832.0	60.0	11.0	107.0	10.0	23.0	34.0
hsa-miR-16-5p	21:CA	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4229.0	86.0	7832.0	60.0	11.0	107.0	10.0	23.0	34.0
hsa-miR-16-5p	22:GA	188.0	2.0	356.0	1.0	0.0	2.0	0.0	0.0	1.0	4229.0	86.0	7832.0	60.0	11.0	107.0	10.0	23.0	34.0
hsa-miR-16-5p	22:GC	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	4229.0	86.0	7832.0	60.0	11.0	107.0	10.0	23.0	34.0
hsa-miR-16-5p	22:GT	1.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	1.0	4229.0	86.0	7832.0	60.0	11.0	107.0	10.0	23.0	34.0
hsa-miR-16-5p	17:TC,22:GA	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	4229.0	86.0	7832.0	60.0	11.0	107.0	10.0	23.0	34.0
hsa-miR-16-5p	18:TA,22:GA	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4229.0	86.0	7832.0	60.0	11.0	107.0	10.0	23.0	34.0
hsa-miR-16-5p	21:CA,22:GA	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	4229.0	86.0	7832.0	60.0	11.0	107.0	10.0	23.0	34.0
hsa-miR-17-3p	PM	22.0	2.0	159.0	2.0	1.0	4.0	1.0	1.0	1.0	27.0	2.0	170.0	2.0	1.0	4.0	1.0	1.0	1.0
hsa-miR-17-3p	21:AC	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	2.0	170.0	2.0	1.0	4.0	1.0	1.0	1.0
hsa-miR-17-3p	22:GA	3.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	2.0	170.0	2.0	1.0	4.0	1.0	1.0	1.0
hsa-miR-17-3p	22:GT	1.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	2.0	170.0	2.0	1.0	4.0	1.0	1.0	1.0
hsa-miR-17-3p	17:TC,22:GA	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	2.0	170.0	2.0	1.0	4.0	1.0	1.0	1.0
hsa-miR-17-5p	PM	841.0	32.0	1291.0	14.0	2.0	22.0	4.0	4.0	12.0	947.0	38.0	1477.0	16.0	6.0	24.0	5.0	5.0	17.0
hsa-miR-17-5p	5:GA	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	947.0	38.0	1477.0	16.0	6.0	24.0	5.0	5.0	17.0
hsa-miR-17-5p	6:TA	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	947.0	38.0	1477.0	16.0	6.0	24.0	5.0	5.0	17.0
hsa-miR-17-5p	13:AT	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	947.0	38.0	1477.0	16.0	6.0	24.0	5.0	5.0	17.0
hsa-miR-17-5p	15:TC	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	947.0	38.0	1477.0	16.0	6.0	24.0	5.0	5.0	17.0
hsa-miR-17-5p	16:GA	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	947.0	38.0	1477.0	16.0	6.0	24.0	5.0	5.0	17.0
hsa-miR-17-5p	18:AG	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	947.0	38.0	1477.0	16.0	6.0	24.0	5.0	5.0	17.0
hsa-miR-17-5p	23:GA	20.0	1.0	33.0	1.0	1.0	1.0	0.0	0.0	1.0	947.0	38.0	1477.0	16.0	6.0	24.0	5.0	5.0	17.0
hsa-miR-17-5p	23:GC	2.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	947.0	38.0	1477.0	16.0	6.0	24.0	5.0	5.0	17.0
hsa-miR-17-5p	23:GT	81.0	5.0	145.0	1.0	2.0	1.0	0.0	1.0	4.0	947.0	38.0	1477.0	16.0	6.0	24.0	5.0	5.0	17.0
hsa-miR-17-5p	22:AT,23:GT	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	947.0	38.0	1477.0	16.0	6.0	24.0	5.0	5.0	17.0
hsa-miR-181a-2-3p	PM	46.0	1.0	106.0	0.0	1.0	0.0	0.0	0.0	0.0	46.0	1.0	106.0	0.0	1.0	0.0	0.0	0.0	0.0
hsa-miR-181a-3p	PM	10.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-181a-5p	PM	79.0	5.0	271.0	2.0	0.0	2.0	0.0	2.0	2.0	84.0	5.0	282.0	2.0	0.0	2.0	0.0	2.0	2.0
hsa-miR-181a-5p	7:CT	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	84.0	5.0	282.0	2.0	0.0	2.0	0.0	2.0	2.0
hsa-miR-181a-5p	10:CT	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	84.0	5.0	282.0	2.0	0.0	2.0	0.0	2.0	2.0
hsa-miR-181a-5p	11:GA	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	84.0	5.0	282.0	2.0	0.0	2.0	0.0	2.0	2.0
hsa-miR-181a-5p	23:TA	4.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	84.0	5.0	282.0	2.0	0.0	2.0	0.0	2.0	2.0
hsa-miR-181b-2-3p	PM	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-181b-5p	PM	60.0	2.0	113.0	0.0	0.0	1.0	0.0	0.0	0.0	61.0	2.0	115.0	0.0	0.0	1.0	0.0	0.0	0.0
hsa-miR-181b-5p	23:TA	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	61.0	2.0	115.0	0.0	0.0	1.0	0.0	0.0	0.0
hsa-miR-181c-3p	PM	7.0	0.0	36.0	1.0	0.0	1.0	0.0	0.0	0.0	7.0	0.0	42.0	1.0	0.0	1.0	0.0	0.0	0.0
hsa-miR-181c-3p	22:CA	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	42.0	1.0	0.0	1.0	0.0	0.0	0.0
hsa-miR-181c-3p	17:GT,20:GT	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	42.0	1.0	0.0	1.0	0.0	0.0	0.0
hsa-miR-181c-5p	PM	2.0	0.0	43.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	43.0	1.0	0.0	0.0	0.0	0.0	1.0
hsa-miR-181d-5p	PM	6.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-181d-5p	23:TA	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-1827	6:CT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	14.0	1.0	51.0	0.0	0.0	0.0	0.0	0.0	1.0
hsa-miR-1827	6:CT,16:AT	13.0	1.0	51.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	1.0	51.0	0.0	0.0	0.0	0.0	0.0	1.0
hsa-miR-1827	9:TG,14:TG	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	1.0	51.0	0.0	0.0	0.0	0.0	0.0	1.0
