Accession	Title	Sample Type	Taxonomy	Channels	Platform	Series	Supplementary Types	Supplementary Links	SRA Accession	Contact	Release Date
GSM6702548	"RSB196-204 [Epothilone A]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107538"	SRX18107538	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702549	"RSB196-61 [JNJ-38877605]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107539"	SRX18107539	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702550	"RSB196-235 [SB216763]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107540"	SRX18107540	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702551	"RSB196-141 [Sunitinib Malate]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107541"	SRX18107541	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702552	"RSB196-104 [Vinblastine]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107542"	SRX18107542	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702553	"RSB196-46 [Oxaliplatin]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107543"	SRX18107543	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702554	"RSB196-72 [Topotecan HCl]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107544"	SRX18107544	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702555	"RSB196-329 [ZM 447439]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108191"	SRX18108191	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702556	"RSB196-154 [Atazanavir Sulfate]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108192"	SRX18108192	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702557	"RSB196-44 [Dexrazoxane HCl (ICRF-187, ADR-529)]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108193"	SRX18108193	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702558	"RSB196-313 [Cladribine]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108194"	SRX18108194	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702559	"RSB196-155 [Paclitaxel]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108195"	SRX18108195	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702560	"RSB196-173 [Elesclomol (STA-4783)]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108196"	SRX18108196	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702561	"RSB196-142 [WYE-354]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108197"	SRX18108197	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702562	"RSB196-112 [Nepafenac]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108198"	SRX18108198	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702563	"RSB196-54 [Rocuronium Bromide]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107169"	SRX18107169	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702564	"RSB196-48 [Etoposide]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107170"	SRX18107170	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702565	"RSB196-96 [Rolipram]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107171"	SRX18107171	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702566	"RSB196-130 [Posaconazole]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107172"	SRX18107172	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702567	"RSB196-78 [Temozolomide]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107173"	SRX18107173	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702568	"RSB196-77 [Ridaforolimus (Deforolimus, MK-8669)]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107174"	SRX18107174	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702569	"RSB196-292 [Epothilone B (EPO906, Patupilone)]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107175"	SRX18107175	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702570	"RSB196-138 [Avagacestat (BMS-708163)]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107176"	SRX18107176	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702571	"RSB196-123 [ADL5859 HCl]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108067"	SRX18108067	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702572	"RSB196-243 [WZ4002]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108068"	SRX18108068	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702573	"RSB196-107 [Motesanib Diphosphate (AMG-706)]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108069"	SRX18108069	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702574	"RSB196-278 [Aztreonam]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108070"	SRX18108070	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702575	"RSB196-206 [Floxuridine]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108071"	SRX18108071	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702576	"RSB196-165 [Vandetanib (ZD6474)]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108072"	SRX18108072	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702577	"RSB196-214 [Zosuquidar (LY335979) 3HCl]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108073"	SRX18108073	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702578	"RSB196-99 [Imatinib Mesylate (STI571)]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108074"	SRX18108074	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702579	"RSB196-110 [Dienogest]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107545"	SRX18107545	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702580	"RSB196-299 [LAQ824 (Dacinostat)]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107546"	SRX18107546	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702581	"RSB196-220 [MC1568]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107547"	SRX18107547	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702582	"RSB196-82 [Bimatoprost]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107548"	SRX18107548	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702583	"RSB196-344 [CP-673451]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107549"	SRX18107549	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702584	"RSB196-114 [Sildenafil Citrate]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107550"	SRX18107550	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702585	"RSB196-267 [Iniparib (BSI-201)]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107551"	SRX18107551	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702586	"RSB196-290 [Ki8751]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107552"	SRX18107552	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702587	"RSB196-338 [BIX 02189]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108199"	SRX18108199	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702588	"RSB196-332 [Naftopidil DiHCl]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108200"	SRX18108200	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702589	"RSB196-163 [Trichostatin A (TSA)]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108201"	SRX18108201	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702590	"RSB196-295 [GSK1904529A]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108202"	SRX18108202	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702591	"RSB196-268 [Loratadine]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108203"	SRX18108203	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702592	"RSB196-131 [PD0325901]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108204"	SRX18108204	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702593	"RSB196-75 [Dasatinib]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108205"	SRX18108205	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702594	"RSB196-40 [OSI-930]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108206"	SRX18108206	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702595	"RSB196-331 [GDC-0879]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107177"	SRX18107177	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702596	"RSB196-125 [Andarine]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107178"	SRX18107178	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702597	"RSB196-260 [Genistein]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107179"	SRX18107179	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702598	"RSB196-63 [Odanacatib (MK-0822)]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107180"	SRX18107180	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702599	"RSB196-251 [Regorafenib (BAY 73-4506)]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107181"	SRX18107181	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702600	"RSB196-264 [TG100-115]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107182"	SRX18107182	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702601	"RSB196-315 [Decitabine]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107183"	SRX18107183	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702602	"RSB196-179 [S3I-201]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107184"	SRX18107184	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702603	"RSB196-76 [AG-1024]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108075"	SRX18108075	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702604	"RSB196-59 [GSK690693]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108076"	SRX18108076	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702605	"RSB196-37 [Linifanib (ABT-869)]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108077"	SRX18108077	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702606	"RSB196-158 [Thiazovivin]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108078"	SRX18108078	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702607	"RSB196-288 [Natamycin]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108079"	SRX18108079	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702608	"RSB196-38 [YM201636]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108080"	SRX18108080	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702609	"RSB196-151 [SNS-032 (BMS-387032)]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108081"	SRX18108081	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702610	"RSB196-281 [Anastrozole]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108082"	SRX18108082	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702611	"RSB196-309 [Exemestane]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107553"	SRX18107553	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702612	"RSB196-198 [Carmofur]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107554"	SRX18107554	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702613	"RSB196-189 [PA-824]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107555"	SRX18107555	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702614	"RSB196-148 [PHA-680632]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107556"	SRX18107556	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702615	"RSB196-69 [Bortezomib (PS-341)]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107557"	SRX18107557	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702616	"RSB196-343 [Tivozanib (AV-951)]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107558"	SRX18107558	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702617	"RSB196-174 [Biperiden HCl]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107559"	SRX18107559	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702618	"RSB196-119 [AT9283]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107560"	SRX18107560	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702619	"RSB196-217 [Valproic acid sodium salt (Sodium valproate)]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108207"	SRX18108207	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702620	"RSB196-108 [Enzalutamide (MDV3100)]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108208"	SRX18108208	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702621	"RSB196-111 [NVP-AEW541]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108209"	SRX18108209	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702622	"RSB196-147 [AG-490 (Tyrphostin B42)]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108210"	SRX18108210	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702623	"RSB196-239 [SB202190 (FHPI)]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108211"	SRX18108211	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702624	"RSB196-252 [Pralatrexate]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108212"	SRX18108212	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702625	"RSB196-303 [BTZ043 Racemate]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108213"	SRX18108213	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702626	"RSB196-45 [FG-4592]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108214"	SRX18108214	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702627	"RSB196-284 [Cyclosporine]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107185"	SRX18107185	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702628	"RSB196-191 [AT13387]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107186"	SRX18107186	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702629	"RSB196-79 [Erlotinib HCl (OSI-744)]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107187"	SRX18107187	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702630	"RSB196-285 [Fulvestrant]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107188"	SRX18107188	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702631	"RSB196-279 [BIBR 1532]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107189"	SRX18107189	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702632	"RSB196-36 [Clofarabine]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107190"	SRX18107190	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702633	"RSB196-135 [Rapamycin (Sirolimus)]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107191"	SRX18107191	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702634	"RSB196-127 [17-AAG (Tanespimycin)]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107192"	SRX18107192	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702635	"RSB196-311 [Finasteride]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108083"	SRX18108083	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702636	"RSB196-347 [Fluorouracil (5-Fluoracil, 5-FU)]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108084"	SRX18108084	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702637	"RSB196-196 [Camptothecin]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108085"	SRX18108085	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702638	"RSB196-325 [Vatalanib (PTK787) 2HCl]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108086"	SRX18108086	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702639	"RSB196-153 [Barasertib (AZD1152-HQPA)]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108087"	SRX18108087	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702640	"RSB196-159 [Roscovitine (Seliciclib,CYC202)]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108088"	SRX18108088	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702641	"RSB196-334 [Ondansetron HCl]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108089"	SRX18108089	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702642	"RSB196-245 [MK-2866 (GTx-024)]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108090"	SRX18108090	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702643	"RSB196-297 [PF-04217903]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107561"	SRX18107561	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702644	"RSB196-307 [CUDC-101]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107562"	SRX18107562	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702645	"RSB196-67 [BMS-536924]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107563"	SRX18107563	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702646	"RSB196-247 [BIIB021]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107564"	SRX18107564	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702647	"RSB196-84 [Linezolid]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107565"	SRX18107565	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702648	"RSB196-139 [STF-62247]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107566"	SRX18107566	"Zhiyun Wei"	"Oct 19, 2023"
