study_accession,study_title,experiment_accession,experiment_title,experiment_desc,organism_taxid,organism_name,library_name,library_strategy,library_source,library_selection,library_layout,sample_accession,sample_title,biosample,bioproject,instrument,instrument_model,instrument_model_desc,total_spots,total_size,run_accession,run_total_spots,run_total_bases
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107640,GSM6702946: RSB217-10 [nc-DMSO rep6-1]; Homo sapiens; miRNA-Seq,GSM6702946: RSB217-10 [nc-DMSO rep6-1]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702946,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610522,,SAMN31553963,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,312651,8984229,SRR22127891,312651,23448825
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107639,GSM6702945: RSB217-376 [pc-Forskolin rep6-4]; Homo sapiens; miRNA-Seq,GSM6702945: RSB217-376 [pc-Forskolin rep6-4]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702945,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610520,,SAMN31553964,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,2542821,68359039,SRR22127892,2542821,190711575
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107638,GSM6702944: RSB217-375 [pc-Forskolin rep6-3]; Homo sapiens; miRNA-Seq,GSM6702944: RSB217-375 [pc-Forskolin rep6-3]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702944,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610519,,SAMN31553965,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,504620,13830541,SRR22127893,504620,37846500
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107637,GSM6702943: RSB217-360 [pc-Forskolin rep6-2]; Homo sapiens; miRNA-Seq,GSM6702943: RSB217-360 [pc-Forskolin rep6-2]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702943,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610518,,SAMN31553966,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,378695,10442908,SRR22127894,378695,28402125
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107636,GSM6702942: RSB217-359 [pc-Forskolin rep6-1]; Homo sapiens; miRNA-Seq,GSM6702942: RSB217-359 [pc-Forskolin rep6-1]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702942,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610517,,SAMN31553967,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,798320,21690248,SRR22127895,798320,59874000
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107635,GSM6702941: RSB211-136 [PCI-34051]; Homo sapiens; miRNA-Seq,GSM6702941: RSB211-136 [PCI-34051]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702941,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610516,,SAMN31553968,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,1537671,46696708,SRR22127896,1537671,115325325
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107634,GSM6702940: RSB211-206 [Lornoxicam]; Homo sapiens; miRNA-Seq,GSM6702940: RSB211-206 [Lornoxicam]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702940,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610515,,SAMN31553969,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,905554,27584440,SRR22127897,905554,67916550
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107633,GSM6702939: RSB211-302 [Ibutilide Fumarate]; Homo sapiens; miRNA-Seq,GSM6702939: RSB211-302 [Ibutilide Fumarate]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702939,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610514,,SAMN31553970,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,2230878,66273026,SRR22127898,2230878,167315850
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107632,GSM6702914: RSB211-283 [Valaciclovir HCl]; Homo sapiens; miRNA-Seq,GSM6702914: RSB211-283 [Valaciclovir HCl]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702914,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610513,,SAMN31553995,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,743998,22743342,SRR22127899,743998,55799850
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107631,GSM6702913: RSB211-77 [KU-60019]; Homo sapiens; miRNA-Seq,GSM6702913: RSB211-77 [KU-60019]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702913,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610512,,SAMN31553996,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,1638155,50143159,SRR22127900,1638155,122861625
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107630,GSM6702912: RSB211-264 [Atorvastatin Calcium]; Homo sapiens; miRNA-Seq,GSM6702912: RSB211-264 [Atorvastatin Calcium]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702912,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610511,,SAMN31553997,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,1623944,49752990,SRR22127901,1623944,121795800
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107629,GSM6702911: RSB211-44 [Isoniazid]; Homo sapiens; miRNA-Seq,GSM6702911: RSB211-44 [Isoniazid]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702911,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610510,,SAMN31553998,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,1416923,42656898,SRR22127902,1416923,106269225
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107628,GSM6702910: RSB211-282 [Artesunate]; Homo sapiens; miRNA-Seq,GSM6702910: RSB211-282 [Artesunate]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702910,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610509,,SAMN31553999,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,1814192,54620640,SRR22127903,1814192,136064400
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107627,GSM6702909: RSB211-70 [Sulfamethizole]; Homo sapiens; miRNA-Seq,GSM6702909: RSB211-70 [Sulfamethizole]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702909,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610508,,SAMN31554000,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,1661615,50029445,SRR22127904,1661615,124621125
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107626,GSM6702908: RSB211-287 [Protionamide]; Homo sapiens; miRNA-Seq,GSM6702908: RSB211-287 [Protionamide]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702908,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610507,,SAMN31554001,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,2093600,63096048,SRR22127905,2093600,157020000
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107625,GSM6702907: RSB211-204 [Doxifluridine]; Homo sapiens; miRNA-Seq,GSM6702907: RSB211-204 [Doxifluridine]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702907,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610506,,SAMN31554002,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,1862562,55248394,SRR22127906,1862562,139692150
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107624,GSM6702882: RSB211-314 [Caffeic Acid]; Homo sapiens; miRNA-Seq,GSM6702882: RSB211-314 [Caffeic Acid]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702882,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610505,,SAMN31554027,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,1206849,36150343,SRR22127907,1206849,90513675
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107623,GSM6702881: RSB211-348 [Fisetin]; Homo sapiens; miRNA-Seq,GSM6702881: RSB211-348 [Fisetin]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702881,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610504,,SAMN31554028,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,1782013,53186985,SRR22127908,1782013,133650975
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107622,GSM6702880: RSB211-43 [AZD8055]; Homo sapiens; miRNA-Seq,GSM6702880: RSB211-43 [AZD8055]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702880,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610503,,SAMN31554029,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,1486321,44883382,SRR22127909,1486321,111474075
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107621,GSM6702879: RSB211-64 [Tebipenem Pivoxil]; Homo sapiens; miRNA-Seq,GSM6702879: RSB211-64 [Tebipenem Pivoxil]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702879,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610502,,SAMN31554030,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,1766241,54049895,SRR22127910,1766241,132468075
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107620,GSM6702878: RSB211-143 [Silodosin]; Homo sapiens; miRNA-Seq,GSM6702878: RSB211-143 [Silodosin]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702878,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610501,,SAMN31554031,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,2034752,62377814,SRR22127911,2034752,152606400
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107619,GSM6702877: RSB211-123 [Nicotinic Acid]; Homo sapiens; miRNA-Seq,GSM6702877: RSB211-123 [Nicotinic Acid]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702877,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610500,,SAMN31554032,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,1716656,53021638,SRR22127912,1716656,128749200
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107618,GSM6702876: RSB211-57 [Adefovir Dipivoxil]; Homo sapiens; miRNA-Seq,GSM6702876: RSB211-57 [Adefovir Dipivoxil]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702876,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610498,,SAMN31554033,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,1588512,47527595,SRR22127913,1588512,119138400
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107617,GSM6702875: RSB211-255 [Curcumin]; Homo sapiens; miRNA-Seq,GSM6702875: RSB211-255 [Curcumin]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702875,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610499,,SAMN31554034,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,1727035,52845665,SRR22127914,1727035,129527625
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107616,GSM6702850: RSB211-296 [Cisatracurium Besylate]; Homo sapiens; miRNA-Seq,GSM6702850: RSB211-296 [Cisatracurium Besylate]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702850,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610497,,SAMN31554059,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,620698,18835480,SRR22127915,620698,46552350
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107615,GSM6702849: RSB211-312 [Bilobalide]; Homo sapiens; miRNA-Seq,GSM6702849: RSB211-312 [Bilobalide]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702849,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610496,,SAMN31554060,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,1287799,38508064,SRR22127916,1287799,96584925
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107614,GSM6702848: RSB211-42 [Nystatin (Fungicidin)]; Homo sapiens; miRNA-Seq,GSM6702848: RSB211-42 [Nystatin (Fungicidin)]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702848,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610495,,SAMN31554061,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,1290021,38720175,SRR22127917,1290021,96751575
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107613,GSM6702847: RSB211-154 [Formestane]; Homo sapiens; miRNA-Seq,GSM6702847: RSB211-154 [Formestane]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702847,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610494,,SAMN31554062,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,1291059,39184909,SRR22127918,1291059,96829425
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107612,GSM6702846: RSB211-269 [?6-??-?Aminocaproic acid]; Homo sapiens; miRNA-Seq,GSM6702846: RSB211-269 [?6-??-?Aminocaproic acid]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702846,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610493,,SAMN31554063,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,1829767,55688808,SRR22127919,1829767,137232525
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107611,GSM6702845: RSB211-90 [AG-14361]; Homo sapiens; miRNA-Seq,GSM6702845: RSB211-90 [AG-14361]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702845,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610492,,SAMN31554064,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,987645,29890909,SRR22127920,987645,74073375
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107610,GSM6702844: RSB211-188 [TAME]; Homo sapiens; miRNA-Seq,GSM6702844: RSB211-188 [TAME]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702844,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610491,,SAMN31554065,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,1683129,51932791,SRR22127921,1683129,126234675
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107609,GSM6702843: RSB211-60 [LY2886721]; Homo sapiens; miRNA-Seq,GSM6702843: RSB211-60 [LY2886721]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702843,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610490,,SAMN31554066,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,1506537,45379773,SRR22127922,1506537,112990275
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107608,GSM6702818: RSB211-229 [Ketorolac]; Homo sapiens; miRNA-Seq,GSM6702818: RSB211-229 [Ketorolac]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702818,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610489,,SAMN31554091,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,1080889,33350868,SRR22127923,1080889,81066675
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107607,GSM6702817: RSB211-341 [Metronidazole]; Homo sapiens; miRNA-Seq,GSM6702817: RSB211-341 [Metronidazole]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702817,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610487,,SAMN31554092,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,985931,30029481,SRR22127924,985931,73944825
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107606,GSM6702816: RSB211-55 [Glipizide]; Homo sapiens; miRNA-Seq,GSM6702816: RSB211-55 [Glipizide]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702816,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610488,,SAMN31554093,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,1359643,40789627,SRR22127925,1359643,101973225
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107605,GSM6702815: RSB211-293 [Chloramphenicol]; Homo sapiens; miRNA-Seq,GSM6702815: RSB211-293 [Chloramphenicol]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702815,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610486,,SAMN31554094,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,957266,28507851,SRR22127926,957266,71794950
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107604,GSM6702814: RSB211-171 [Naproxen]; Homo sapiens; miRNA-Seq,GSM6702814: RSB211-171 [Naproxen]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702814,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610485,,SAMN31554095,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,1662086,52801668,SRR22127927,1662086,124656450
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107603,GSM6702813: RSB211-248 [(+)-Usniacin]; Homo sapiens; miRNA-Seq,GSM6702813: RSB211-248 [(+)-Usniacin]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702813,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610484,,SAMN31554096,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,1032021,31050710,SRR22127928,1032021,77401575
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107602,GSM6702812: RSB211-138 [BMS-265246]; Homo sapiens; miRNA-Seq,GSM6702812: RSB211-138 [BMS-265246]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702812,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610483,,SAMN31554097,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,1350167,41008397,SRR22127929,1350167,101262525
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107601,GSM6702811: RSB211-339 [Avobenzone]; Homo sapiens; miRNA-Seq,GSM6702811: RSB211-339 [Avobenzone]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702811,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610482,,SAMN31554098,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,949915,29364961,SRR22127930,949915,71243625
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107600,GSM6702778: RSB211-50 [AZD8330]; Homo sapiens; miRNA-Seq,GSM6702778: RSB211-50 [AZD8330]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702778,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610481,,SAMN31554131,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,934588,28099505,SRR22127931,934588,70094100
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107599,GSM6702777: RSB211-305 [Idoxuridine]; Homo sapiens; miRNA-Seq,GSM6702777: RSB211-305 [Idoxuridine]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702777,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610480,,SAMN31554132,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,982146,29017822,SRR22127932,982146,73660950
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107598,GSM6702776: RSB211-271 [Aminoglutethimide]; Homo sapiens; miRNA-Seq,GSM6702776: RSB211-271 [Aminoglutethimide]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702776,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610479,,SAMN31554133,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,1092927,33169646,SRR22127933,1092927,81969525
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107597,GSM6702775: RSB211-338 [Cytisine]; Homo sapiens; miRNA-Seq,GSM6702775: RSB211-338 [Cytisine]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702775,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610478,,SAMN31554134,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,364656,11305341,SRR22127934,364656,27349200
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107596,GSM6702774: RSB211-260 [Ozagrel HCl]; Homo sapiens; miRNA-Seq,GSM6702774: RSB211-260 [Ozagrel HCl]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702774,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610476,,SAMN31554135,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,614538,18919140,SRR22127935,614538,46090350
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107595,GSM6702773: RSB211-53 [Gemcitabine]; Homo sapiens; miRNA-Seq,GSM6702773: RSB211-53 [Gemcitabine]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702773,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610477,,SAMN31554136,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,898825,27850895,SRR22127936,898825,67411875
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107594,GSM6702772: RSB211-295 [Flurbiprofen]; Homo sapiens; miRNA-Seq,GSM6702772: RSB211-295 [Flurbiprofen]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702772,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610475,,SAMN31554137,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,880521,26581271,SRR22127937,880521,66039075
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107593,GSM6702771: RSB211-34 [Sulfisoxazole]; Homo sapiens; miRNA-Seq,GSM6702771: RSB211-34 [Sulfisoxazole]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702771,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610474,,SAMN31554138,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,963316,28948049,SRR22127938,963316,72248700
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107592,GSM6702746: RSB211-99 [BIRB 796 (Doramapimod)]; Homo sapiens; miRNA-Seq,GSM6702746: RSB211-99 [BIRB 796 (Doramapimod)]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702746,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610473,,SAMN31554163,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,662972,20546866,SRR22127939,662972,49722900
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107591,GSM6702745: RSB211-245 [Albendazole Oxide]; Homo sapiens; miRNA-Seq,GSM6702745: RSB211-245 [Albendazole Oxide]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702745,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610472,,SAMN31554164,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,641772,19926620,SRR22127940,641772,48132900
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107590,GSM6702744: RSB211-261 [Estrone]; Homo sapiens; miRNA-Seq,GSM6702744: RSB211-261 [Estrone]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702744,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610471,,SAMN31554165,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,359928,11213391,SRR22127941,359928,26994600
