miRNA name	pos:mut	trimmed_SOD1_ALS-iPSC_derived-miRNA-MN_1	trimmed_SOD1_ALS-iPSC_derived-miRNA-MN_2	trimmed_control-iPSC_derived-miRNA-MN_1	trimmed_TDP43_ALS-iPSC_derived-miRNA-MN_1	trimmed_TDP43_ALS-iPSC_derived-miRNA-MN_2	trimmed_control-iPSC_derived-miRNA-MN_2	trimmed_control-iPSC_derived-miRNA-MN_3	trimmed_TDP43_ALS-iPSC_derived-miRNA-MN_3	trimmed_SOD1_ALS-iPSC_derived-miRNA-MN_1 (PM+1MM+2MM)	trimmed_SOD1_ALS-iPSC_derived-miRNA-MN_2 (PM+1MM+2MM)	trimmed_control-iPSC_derived-miRNA-MN_1 (PM+1MM+2MM)	trimmed_TDP43_ALS-iPSC_derived-miRNA-MN_1 (PM+1MM+2MM)	trimmed_TDP43_ALS-iPSC_derived-miRNA-MN_2 (PM+1MM+2MM)	trimmed_control-iPSC_derived-miRNA-MN_2 (PM+1MM+2MM)	trimmed_control-iPSC_derived-miRNA-MN_3 (PM+1MM+2MM)	trimmed_TDP43_ALS-iPSC_derived-miRNA-MN_3 (PM+1MM+2MM)
hsa-miR-323a-3p	21:TG	1.0	2.0	0.0	0.0	0.0	28.0	0.0	0.0	439.0	237.0	206.0	213.0	136.0	11560.0	120.0	182.0
hsa-miR-323a-5p	PM	1.0	2.0	1.0	1.0	0.0	48.0	0.0	2.0	3.0	4.0	3.0	2.0	0.0	61.0	0.0	3.0
hsa-miR-323a-5p	22:CT	2.0	2.0	2.0	1.0	0.0	13.0	0.0	1.0	3.0	4.0	3.0	2.0	0.0	61.0	0.0	3.0
hsa-miR-323b-3p	PM	2.0	1.0	0.0	1.0	0.0	43.0	1.0	0.0	3.0	1.0	2.0	1.0	0.0	54.0	1.0	0.0
hsa-miR-323b-3p	21:TA	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	3.0	1.0	2.0	1.0	0.0	54.0	1.0	0.0
hsa-miR-323b-3p	21:TG	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	1.0	2.0	1.0	0.0	54.0	1.0	0.0
hsa-miR-323b-3p	22:TA	1.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	3.0	1.0	2.0	1.0	0.0	54.0	1.0	0.0
hsa-miR-323b-3p	22:TG	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	3.0	1.0	2.0	1.0	0.0	54.0	1.0	0.0
hsa-miR-323b-3p	21:TC,22:TA	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	1.0	2.0	1.0	0.0	54.0	1.0	0.0
hsa-miR-323b-5p	23:AT	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
hsa-miR-324-3p	23:GT	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
hsa-miR-324-5p	PM	2096.0	1384.0	690.0	1548.0	1999.0	1044.0	1000.0	541.0	2133.0	1421.0	700.0	1571.0	2033.0	1067.0	1019.0	549.0
hsa-miR-324-5p	9:CA	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2133.0	1421.0	700.0	1571.0	2033.0	1067.0	1019.0	549.0
hsa-miR-324-5p	9:CT	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2133.0	1421.0	700.0	1571.0	2033.0	1067.0	1019.0	549.0
hsa-miR-324-5p	10:TC	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2133.0	1421.0	700.0	1571.0	2033.0	1067.0	1019.0	549.0
hsa-miR-324-5p	11:AG	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2133.0	1421.0	700.0	1571.0	2033.0	1067.0	1019.0	549.0
hsa-miR-324-5p	12:GT	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	2133.0	1421.0	700.0	1571.0	2033.0	1067.0	1019.0	549.0
hsa-miR-324-5p	14:GA	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2133.0	1421.0	700.0	1571.0	2033.0	1067.0	1019.0	549.0
hsa-miR-324-5p	14:GC	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2133.0	1421.0	700.0	1571.0	2033.0	1067.0	1019.0	549.0
hsa-miR-324-5p	15:CT	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2133.0	1421.0	700.0	1571.0	2033.0	1067.0	1019.0	549.0
hsa-miR-324-5p	16:AT	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2133.0	1421.0	700.0	1571.0	2033.0	1067.0	1019.0	549.0
hsa-miR-324-5p	18:TA	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2133.0	1421.0	700.0	1571.0	2033.0	1067.0	1019.0	549.0
hsa-miR-324-5p	20:GA	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2133.0	1421.0	700.0	1571.0	2033.0	1067.0	1019.0	549.0
hsa-miR-324-5p	21:TG	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2133.0	1421.0	700.0	1571.0	2033.0	1067.0	1019.0	549.0
hsa-miR-324-5p	22:GA	24.0	21.0	4.0	10.0	16.0	16.0	8.0	7.0	2133.0	1421.0	700.0	1571.0	2033.0	1067.0	1019.0	549.0
hsa-miR-324-5p	22:GC	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2133.0	1421.0	700.0	1571.0	2033.0	1067.0	1019.0	549.0
hsa-miR-324-5p	22:GT	9.0	14.0	4.0	9.0	16.0	6.0	9.0	1.0	2133.0	1421.0	700.0	1571.0	2033.0	1067.0	1019.0	549.0
hsa-miR-326	PM	680.0	737.0	443.0	1099.0	828.0	425.0	374.0	234.0	715.0	768.0	479.0	1157.0	872.0	455.0	401.0	252.0
hsa-miR-326	11:CA	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	715.0	768.0	479.0	1157.0	872.0	455.0	401.0	252.0
hsa-miR-326	14:CT	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	715.0	768.0	479.0	1157.0	872.0	455.0	401.0	252.0
hsa-miR-326	15:CT	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	715.0	768.0	479.0	1157.0	872.0	455.0	401.0	252.0
hsa-miR-326	17:CT	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	715.0	768.0	479.0	1157.0	872.0	455.0	401.0	252.0
hsa-miR-326	18:CT	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	715.0	768.0	479.0	1157.0	872.0	455.0	401.0	252.0
hsa-miR-326	19:AT	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	715.0	768.0	479.0	1157.0	872.0	455.0	401.0	252.0
hsa-miR-326	20:GA	8.0	2.0	5.0	6.0	4.0	5.0	1.0	2.0	715.0	768.0	479.0	1157.0	872.0	455.0	401.0	252.0
hsa-miR-326	20:GC	6.0	4.0	8.0	17.0	10.0	6.0	3.0	6.0	715.0	768.0	479.0	1157.0	872.0	455.0	401.0	252.0
hsa-miR-326	20:GT	20.0	21.0	23.0	33.0	28.0	19.0	22.0	10.0	715.0	768.0	479.0	1157.0	872.0	455.0	401.0	252.0
hsa-miR-326	19:AT,20:GA	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	715.0	768.0	479.0	1157.0	872.0	455.0	401.0	252.0
hsa-miR-326	19:AT,20:GT	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	715.0	768.0	479.0	1157.0	872.0	455.0	401.0	252.0
hsa-miR-328-3p	PM	4958.0	2031.0	2474.0	2451.0	2095.0	2173.0	2366.0	1408.0	5381.0	2148.0	2655.0	2587.0	2200.0	2313.0	2507.0	1493.0
hsa-miR-328-3p	9:CA	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	5381.0	2148.0	2655.0	2587.0	2200.0	2313.0	2507.0	1493.0
hsa-miR-328-3p	9:CG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	5381.0	2148.0	2655.0	2587.0	2200.0	2313.0	2507.0	1493.0
hsa-miR-328-3p	9:CT	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	5381.0	2148.0	2655.0	2587.0	2200.0	2313.0	2507.0	1493.0
hsa-miR-328-3p	10:TA	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	5381.0	2148.0	2655.0	2587.0	2200.0	2313.0	2507.0	1493.0
hsa-miR-328-3p	10:TC	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5381.0	2148.0	2655.0	2587.0	2200.0	2313.0	2507.0	1493.0
hsa-miR-328-3p	11:CT	2.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	5381.0	2148.0	2655.0	2587.0	2200.0	2313.0	2507.0	1493.0
hsa-miR-328-3p	12:TA	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	5381.0	2148.0	2655.0	2587.0	2200.0	2313.0	2507.0	1493.0
hsa-miR-328-3p	12:TC	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5381.0	2148.0	2655.0	2587.0	2200.0	2313.0	2507.0	1493.0
hsa-miR-328-3p	13:GT	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	5381.0	2148.0	2655.0	2587.0	2200.0	2313.0	2507.0	1493.0
hsa-miR-328-3p	14:CA	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	5381.0	2148.0	2655.0	2587.0	2200.0	2313.0	2507.0	1493.0
hsa-miR-328-3p	14:CT	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5381.0	2148.0	2655.0	2587.0	2200.0	2313.0	2507.0	1493.0
hsa-miR-328-3p	15:CT	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	5381.0	2148.0	2655.0	2587.0	2200.0	2313.0	2507.0	1493.0
hsa-miR-328-3p	16:CA	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	5381.0	2148.0	2655.0	2587.0	2200.0	2313.0	2507.0	1493.0
hsa-miR-328-3p	16:CT	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	5381.0	2148.0	2655.0	2587.0	2200.0	2313.0	2507.0	1493.0
hsa-miR-328-3p	17:TC	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	5381.0	2148.0	2655.0	2587.0	2200.0	2313.0	2507.0	1493.0
hsa-miR-328-3p	18:TC	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	5381.0	2148.0	2655.0	2587.0	2200.0	2313.0	2507.0	1493.0
hsa-miR-328-3p	19:CT	0.0	2.0	0.0	1.0	0.0	0.0	1.0	0.0	5381.0	2148.0	2655.0	2587.0	2200.0	2313.0	2507.0	1493.0
hsa-miR-328-3p	20:CA	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	5381.0	2148.0	2655.0	2587.0	2200.0	2313.0	2507.0	1493.0
hsa-miR-328-3p	20:CT	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5381.0	2148.0	2655.0	2587.0	2200.0	2313.0	2507.0	1493.0
hsa-miR-328-3p	21:GA	6.0	2.0	1.0	3.0	0.0	1.0	1.0	4.0	5381.0	2148.0	2655.0	2587.0	2200.0	2313.0	2507.0	1493.0
hsa-miR-328-3p	21:GC	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	5381.0	2148.0	2655.0	2587.0	2200.0	2313.0	2507.0	1493.0
hsa-miR-328-3p	21:GT	27.0	8.0	10.0	16.0	9.0	21.0	19.0	7.0	5381.0	2148.0	2655.0	2587.0	2200.0	2313.0	2507.0	1493.0
hsa-miR-328-3p	22:TA	315.0	82.0	137.0	86.0	71.0	91.0	97.0	58.0	5381.0	2148.0	2655.0	2587.0	2200.0	2313.0	2507.0	1493.0
hsa-miR-328-3p	22:TC	40.0	11.0	17.0	18.0	15.0	14.0	12.0	13.0	5381.0	2148.0	2655.0	2587.0	2200.0	2313.0	2507.0	1493.0
hsa-miR-328-3p	22:TG	20.0	4.0	7.0	4.0	3.0	7.0	7.0	2.0	5381.0	2148.0	2655.0	2587.0	2200.0	2313.0	2507.0	1493.0
hsa-miR-328-3p	14:CG,22:TC	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	5381.0	2148.0	2655.0	2587.0	2200.0	2313.0	2507.0	1493.0
hsa-miR-328-3p	16:CT,22:TA	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	5381.0	2148.0	2655.0	2587.0	2200.0	2313.0	2507.0	1493.0
hsa-miR-328-3p	20:CA,21:GA	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	5381.0	2148.0	2655.0	2587.0	2200.0	2313.0	2507.0	1493.0
hsa-miR-328-3p	20:CA,22:TA	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	5381.0	2148.0	2655.0	2587.0	2200.0	2313.0	2507.0	1493.0
hsa-miR-328-3p	20:CT,21:GA	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	5381.0	2148.0	2655.0	2587.0	2200.0	2313.0	2507.0	1493.0
hsa-miR-328-3p	20:CT,21:GT	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	5381.0	2148.0	2655.0	2587.0	2200.0	2313.0	2507.0	1493.0
hsa-miR-328-3p	21:GA,22:TA	0.0	1.0	1.0	0.0	1.0	2.0	1.0	0.0	5381.0	2148.0	2655.0	2587.0	2200.0	2313.0	2507.0	1493.0
hsa-miR-328-3p	21:GA,22:TG	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5381.0	2148.0	2655.0	2587.0	2200.0	2313.0	2507.0	1493.0
hsa-miR-328-3p	21:GT,22:TA	2.0	0.0	1.0	2.0	1.0	0.0	0.0	0.0	5381.0	2148.0	2655.0	2587.0	2200.0	2313.0	2507.0	1493.0
hsa-miR-328-5p	PM	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-329-3p	PM	23.0	22.0	7.0	7.0	7.0	707.0	9.0	2.0	27.0	29.0	10.0	7.0	8.0	941.0	10.0	6.0
hsa-miR-329-3p	11:GC	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	27.0	29.0	10.0	7.0	8.0	941.0	10.0	6.0
hsa-miR-329-3p	19:CT	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	27.0	29.0	10.0	7.0	8.0	941.0	10.0	6.0
hsa-miR-329-3p	20:TA	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	27.0	29.0	10.0	7.0	8.0	941.0	10.0	6.0
hsa-miR-329-3p	21:TA	1.0	1.0	0.0	0.0	0.0	31.0	0.0	3.0	27.0	29.0	10.0	7.0	8.0	941.0	10.0	6.0
hsa-miR-329-3p	21:TC	0.0	4.0	2.0	0.0	0.0	75.0	0.0	1.0	27.0	29.0	10.0	7.0	8.0	941.0	10.0	6.0
hsa-miR-329-3p	21:TG	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	27.0	29.0	10.0	7.0	8.0	941.0	10.0	6.0
hsa-miR-329-3p	22:TA	2.0	2.0	1.0	0.0	1.0	84.0	1.0	0.0	27.0	29.0	10.0	7.0	8.0	941.0	10.0	6.0
hsa-miR-329-3p	22:TC	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	27.0	29.0	10.0	7.0	8.0	941.0	10.0	6.0
hsa-miR-329-3p	22:TG	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	27.0	29.0	10.0	7.0	8.0	941.0	10.0	6.0
hsa-miR-329-3p	19:CT,20:TC	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	27.0	29.0	10.0	7.0	8.0	941.0	10.0	6.0
hsa-miR-329-3p	20:TA,21:TC	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	27.0	29.0	10.0	7.0	8.0	941.0	10.0	6.0
hsa-miR-329-3p	21:TA,22:TA	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	27.0	29.0	10.0	7.0	8.0	941.0	10.0	6.0
hsa-miR-329-3p	21:TA,22:TC	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	27.0	29.0	10.0	7.0	8.0	941.0	10.0	6.0
hsa-miR-329-3p	21:TC,22:TA	1.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	27.0	29.0	10.0	7.0	8.0	941.0	10.0	6.0
hsa-miR-329-3p	21:TC,22:TC	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	27.0	29.0	10.0	7.0	8.0	941.0	10.0	6.0
hsa-miR-329-3p	21:TG,22:TA	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	27.0	29.0	10.0	7.0	8.0	941.0	10.0	6.0
hsa-miR-329-5p	PM	1.0	1.0	0.0	0.0	1.0	40.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	44.0	1.0	1.0
hsa-miR-329-5p	23:CA	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	44.0	1.0	1.0
hsa-miR-329-5p	23:CT	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	44.0	1.0	1.0
hsa-miR-330-3p	PM	39.0	20.0	20.0	96.0	75.0	23.0	43.0	28.0	64.0	32.0	26.0	128.0	103.0	38.0	57.0	46.0
hsa-miR-330-3p	18:CT	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	64.0	32.0	26.0	128.0	103.0	38.0	57.0	46.0
hsa-miR-330-3p	22:GA	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	64.0	32.0	26.0	128.0	103.0	38.0	57.0	46.0
hsa-miR-330-3p	23:AC	3.0	0.0	2.0	2.0	4.0	1.0	2.0	0.0	64.0	32.0	26.0	128.0	103.0	38.0	57.0	46.0
hsa-miR-330-3p	23:AT	16.0	8.0	4.0	30.0	20.0	14.0	10.0	18.0	64.0	32.0	26.0	128.0	103.0	38.0	57.0	46.0
hsa-miR-330-3p	22:GA,23:AG	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	64.0	32.0	26.0	128.0	103.0	38.0	57.0	46.0
hsa-miR-330-3p	22:GA,23:AT	4.0	2.0	0.0	0.0	3.0	0.0	0.0	0.0	64.0	32.0	26.0	128.0	103.0	38.0	57.0	46.0
hsa-miR-330-3p	22:GT,23:AT	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	64.0	32.0	26.0	128.0	103.0	38.0	57.0	46.0
hsa-miR-330-5p	PM	1263.0	427.0	561.0	3235.0	2146.0	1037.0	1178.0	858.0	1317.0	437.0	571.0	3277.0	2163.0	1057.0	1190.0	869.0
hsa-miR-330-5p	10:CA	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1317.0	437.0	571.0	3277.0	2163.0	1057.0	1190.0	869.0
hsa-miR-330-5p	10:CT	1.0	0.0	0.0	2.0	1.0	0.0	0.0	1.0	1317.0	437.0	571.0	3277.0	2163.0	1057.0	1190.0	869.0
hsa-miR-330-5p	11:TA	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1317.0	437.0	571.0	3277.0	2163.0	1057.0	1190.0	869.0
hsa-miR-330-5p	11:TC	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1317.0	437.0	571.0	3277.0	2163.0	1057.0	1190.0	869.0
hsa-miR-330-5p	12:GA	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1317.0	437.0	571.0	3277.0	2163.0	1057.0	1190.0	869.0
hsa-miR-330-5p	13:TC	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1317.0	437.0	571.0	3277.0	2163.0	1057.0	1190.0	869.0
hsa-miR-330-5p	15:TC	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1317.0	437.0	571.0	3277.0	2163.0	1057.0	1190.0	869.0
hsa-miR-330-5p	17:TA	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1317.0	437.0	571.0	3277.0	2163.0	1057.0	1190.0	869.0
hsa-miR-330-5p	17:TC	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1317.0	437.0	571.0	3277.0	2163.0	1057.0	1190.0	869.0
hsa-miR-330-5p	18:TG	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1317.0	437.0	571.0	3277.0	2163.0	1057.0	1190.0	869.0
hsa-miR-330-5p	19:AG	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1317.0	437.0	571.0	3277.0	2163.0	1057.0	1190.0	869.0
hsa-miR-330-5p	22:CA	44.0	9.0	8.0	32.0	11.0	17.0	9.0	10.0	1317.0	437.0	571.0	3277.0	2163.0	1057.0	1190.0	869.0
hsa-miR-330-5p	22:CT	4.0	1.0	0.0	5.0	1.0	2.0	1.0	0.0	1317.0	437.0	571.0	3277.0	2163.0	1057.0	1190.0	869.0
hsa-miR-330-5p	11:TA,22:CA	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1317.0	437.0	571.0	3277.0	2163.0	1057.0	1190.0	869.0
hsa-miR-330-5p	21:GA,22:CA	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1317.0	437.0	571.0	3277.0	2163.0	1057.0	1190.0	869.0
hsa-miR-330-5p	21:GT,22:CA	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1317.0	437.0	571.0	3277.0	2163.0	1057.0	1190.0	869.0
hsa-miR-331-3p	PM	4434.0	2156.0	1057.0	3426.0	3068.0	1619.0	1523.0	908.0	4617.0	2252.0	1128.0	3545.0	3153.0	1682.0	1566.0	939.0
hsa-miR-331-3p	9:GC	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	4617.0	2252.0	1128.0	3545.0	3153.0	1682.0	1566.0	939.0
hsa-miR-331-3p	9:GT	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4617.0	2252.0	1128.0	3545.0	3153.0	1682.0	1566.0	939.0
hsa-miR-331-3p	16:CT	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	4617.0	2252.0	1128.0	3545.0	3153.0	1682.0	1566.0	939.0
hsa-miR-331-3p	17:TA	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	4617.0	2252.0	1128.0	3545.0	3153.0	1682.0	1566.0	939.0
hsa-miR-331-3p	19:GA	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	4617.0	2252.0	1128.0	3545.0	3153.0	1682.0	1566.0	939.0
hsa-miR-331-3p	19:GC	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	4617.0	2252.0	1128.0	3545.0	3153.0	1682.0	1566.0	939.0
hsa-miR-331-3p	19:GT	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4617.0	2252.0	1128.0	3545.0	3153.0	1682.0	1566.0	939.0
hsa-miR-331-3p	20:AG	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4617.0	2252.0	1128.0	3545.0	3153.0	1682.0	1566.0	939.0
hsa-miR-331-3p	20:AT	3.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	4617.0	2252.0	1128.0	3545.0	3153.0	1682.0	1566.0	939.0
hsa-miR-331-3p	21:AC	151.0	75.0	56.0	86.0	73.0	48.0	31.0	28.0	4617.0	2252.0	1128.0	3545.0	3153.0	1682.0	1566.0	939.0
hsa-miR-331-3p	21:AG	4.0	4.0	1.0	3.0	1.0	2.0	1.0	0.0	4617.0	2252.0	1128.0	3545.0	3153.0	1682.0	1566.0	939.0
hsa-miR-331-3p	21:AT	22.0	15.0	13.0	28.0	9.0	12.0	10.0	2.0	4617.0	2252.0	1128.0	3545.0	3153.0	1682.0	1566.0	939.0
hsa-miR-331-3p	20:AT,21:AT	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	4617.0	2252.0	1128.0	3545.0	3153.0	1682.0	1566.0	939.0
hsa-miR-331-5p	PM	299.0	131.0	188.0	569.0	490.0	217.0	218.0	149.0	332.0	148.0	207.0	618.0	531.0	244.0	232.0	153.0
hsa-miR-331-5p	11:TC	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	332.0	148.0	207.0	618.0	531.0	244.0	232.0	153.0
hsa-miR-331-5p	13:CT	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	332.0	148.0	207.0	618.0	531.0	244.0	232.0	153.0
hsa-miR-331-5p	22:CA	6.0	1.0	2.0	4.0	3.0	6.0	1.0	0.0	332.0	148.0	207.0	618.0	531.0	244.0	232.0	153.0
hsa-miR-331-5p	22:CT	19.0	13.0	13.0	38.0	33.0	15.0	13.0	3.0	332.0	148.0	207.0	618.0	531.0	244.0	232.0	153.0
hsa-miR-331-5p	21:CA,22:CA	3.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	332.0	148.0	207.0	618.0	531.0	244.0	232.0	153.0
hsa-miR-331-5p	21:CA,22:CG	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	332.0	148.0	207.0	618.0	531.0	244.0	232.0	153.0
hsa-miR-331-5p	21:CA,22:CT	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	332.0	148.0	207.0	618.0	531.0	244.0	232.0	153.0
hsa-miR-331-5p	21:CG,22:CA	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	332.0	148.0	207.0	618.0	531.0	244.0	232.0	153.0
hsa-miR-331-5p	21:CT,22:CA	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	332.0	148.0	207.0	618.0	531.0	244.0	232.0	153.0
hsa-miR-331-5p	21:CT,22:CG	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	332.0	148.0	207.0	618.0	531.0	244.0	232.0	153.0
hsa-miR-331-5p	21:CT,22:CT	3.0	0.0	2.0	5.0	3.0	6.0	0.0	0.0	332.0	148.0	207.0	618.0	531.0	244.0	232.0	153.0
hsa-miR-335-3p	PM	14787.0	4103.0	5766.0	4649.0	4308.0	4706.0	3918.0	2233.0	15060.0	4208.0	5898.0	4717.0	4383.0	4819.0	4000.0	2270.0
hsa-miR-335-3p	9:TA	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15060.0	4208.0	5898.0	4717.0	4383.0	4819.0	4000.0	2270.0
hsa-miR-335-3p	9:TC	1.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	15060.0	4208.0	5898.0	4717.0	4383.0	4819.0	4000.0	2270.0
hsa-miR-335-3p	10:AG	1.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	15060.0	4208.0	5898.0	4717.0	4383.0	4819.0	4000.0	2270.0
hsa-miR-335-3p	11:TA	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	15060.0	4208.0	5898.0	4717.0	4383.0	4819.0	4000.0	2270.0
hsa-miR-335-3p	11:TC	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	15060.0	4208.0	5898.0	4717.0	4383.0	4819.0	4000.0	2270.0
hsa-miR-335-3p	12:TC	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15060.0	4208.0	5898.0	4717.0	4383.0	4819.0	4000.0	2270.0
hsa-miR-335-3p	13:GA	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	15060.0	4208.0	5898.0	4717.0	4383.0	4819.0	4000.0	2270.0
hsa-miR-335-3p	13:GC	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	15060.0	4208.0	5898.0	4717.0	4383.0	4819.0	4000.0	2270.0
